studyName,studyYear,studyLoc,replicate,blockNumber,rowNumber,colNumber,plotNumber,germplasmName,intercropGermplasmName,observationLevel,observationUnitName,Oat_Height_1,Oat_Height_2,Oat_Height_3,Pea_Height_1,Pea_Height_2,Pea_Height_3,Oat_establishment,Pea_establishment,Lodging,Oat_Heading_Date,Pea_Flowering_Date
B4I_2025_ND,2025,ND,1,4,2,2,4079,IL22-4235,NA,subplot,B4I_2025_ND_4079_subplot_1,27,72,75,21,71,64,11,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,2,2,4079,IL22-4235,NA,subplot,B4I_2025_ND_4079_subplot_2,30,77,74,18,62,71,11,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,2,2,4079,IL22-4235,NA,subplot,B4I_2025_ND_4079_subplot_3,30,76,73,20,65,64,8,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,2,1,4080,IL21-4011,ND DAWN,plot,B4I_2025_ND_4080,NA,NA,NA,NA,NA,NA,NA,NA,1,177,180
B4I_2025_ND,2025,ND,1,4,2,1,4080,IL21-4011,NA,subplot,B4I_2025_ND_4080_subplot_1,23,66,63,18,59,60,7,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,2,1,4080,IL21-4011,NA,subplot,B4I_2025_ND_4080_subplot_2,23,68,64,19,54,62,12,9,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,2,1,4080,IL21-4011,NA,subplot,B4I_2025_ND_4080_subplot_3,26,65,67,20,68,66,4,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,1,4081,IL19-5467,NDP170185Y,plot,B4I_2025_ND_4081,NA,NA,NA,NA,NA,NA,NA,NA,2,176,183
B4I_2025_ND,2025,ND,1,4,3,1,4081,IL19-5467,NA,subplot,B4I_2025_ND_4081_subplot_1,30,64,70,23,64,60,8,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,1,4081,IL19-5467,NA,subplot,B4I_2025_ND_4081_subplot_2,29,61,64,23,60,66,15,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,1,4081,IL19-5467,NA,subplot,B4I_2025_ND_4081_subplot_3,27,70,72,23,67,70,21,3,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,2,4082,IL23-1842,NDP250186G,plot,B4I_2025_ND_4082,NA,NA,NA,NA,NA,NA,NA,NA,1,179,184
B4I_2025_ND,2025,ND,1,4,3,2,4082,IL23-1842,NA,subplot,B4I_2025_ND_4082_subplot_1,18,63,71,18,45,60,8,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,2,4082,IL23-1842,NA,subplot,B4I_2025_ND_4082_subplot_2,25,60,73,15,50,75,12,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,2,4082,IL23-1842,NA,subplot,B4I_2025_ND_4082_subplot_3,20,70,73,14,54,62,13,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,3,4083,IL23-1842,NDP170054Y,plot,B4I_2025_ND_4083,NA,NA,NA,NA,NA,NA,NA,NA,1,180,181
B4I_2025_ND,2025,ND,1,4,3,3,4083,IL23-1842,NA,subplot,B4I_2025_ND_4083_subplot_1,22,66,73,18,56,64,6,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,3,4083,IL23-1842,NA,subplot,B4I_2025_ND_4083_subplot_2,26,65,69,22,56,67,14,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,3,4083,IL23-1842,NA,subplot,B4I_2025_ND_4083_subplot_3,22,67,70,20,65,64,15,10,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,4,4084,IL21-5955,NDP170249Y,plot,B4I_2025_ND_4084,NA,NA,NA,NA,NA,NA,NA,NA,1,179,182
B4I_2025_ND,2025,ND,1,4,3,4,4084,IL21-5955,NA,subplot,B4I_2025_ND_4084_subplot_1,23,64,74,21,62,63,10,3,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,4,4084,IL21-5955,NA,subplot,B4I_2025_ND_4084_subplot_2,25,67,72,22,57,67,16,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,4,4084,IL21-5955,NA,subplot,B4I_2025_ND_4084_subplot_3,23,66,69,18,67,62,7,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,5,4085,IL23-621,NDP170177Y,plot,B4I_2025_ND_4085,NA,NA,NA,NA,NA,NA,NA,NA,1,178,183
B4I_2025_ND,2025,ND,1,4,3,5,4085,IL23-621,NA,subplot,B4I_2025_ND_4085_subplot_1,20,56,64,19,53,58,10,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,5,4085,IL23-621,NA,subplot,B4I_2025_ND_4085_subplot_2,25,46,66,15,56,61,12,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,5,4085,IL23-621,NA,subplot,B4I_2025_ND_4085_subplot_3,23,53,63,16,56,70,6,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,6,4086,IL23-1432,NDP250116G,plot,B4I_2025_ND_4086,NA,NA,NA,NA,NA,NA,NA,NA,1,179,182
B4I_2025_ND,2025,ND,1,4,3,6,4086,IL23-1432,NA,subplot,B4I_2025_ND_4086_subplot_1,18,62,75,19,61,65,8,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,6,4086,IL23-1432,NA,subplot,B4I_2025_ND_4086_subplot_2,23,61,75,22,59,65,14,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,6,4086,IL23-1432,NA,subplot,B4I_2025_ND_4086_subplot_3,19,64,73,16,59,59,10,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,7,4087,IL23-963,NDP250129Y,plot,B4I_2025_ND_4087,NA,NA,NA,NA,NA,NA,NA,NA,2,179,184
B4I_2025_ND,2025,ND,1,4,3,7,4087,IL23-963,NA,subplot,B4I_2025_ND_4087_subplot_1,22,56,63,22,66,68,5,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,7,4087,IL23-963,NA,subplot,B4I_2025_ND_4087_subplot_2,22,54,61,21,60,65,13,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,7,4087,IL23-963,NA,subplot,B4I_2025_ND_4087_subplot_3,23,55,65,17,60,65,20,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,8,4088,IL23-1531,NDP170028G,plot,B4I_2025_ND_4088,NA,NA,NA,NA,NA,NA,NA,NA,3,178,181
B4I_2025_ND,2025,ND,1,4,3,8,4088,IL23-1531,NA,subplot,B4I_2025_ND_4088_subplot_1,25,60,69,16,58,62,16,9,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,8,4088,IL23-1531,NA,subplot,B4I_2025_ND_4088_subplot_2,30,62,68,16,58,72,13,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,8,4088,IL23-1531,NA,subplot,B4I_2025_ND_4088_subplot_3,25,66,67,19,59,68,8,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,9,4089,IL23-1547,NDP170350Y,plot,B4I_2025_ND_4089,NA,NA,NA,NA,NA,NA,NA,NA,2,178,185
B4I_2025_ND,2025,ND,1,4,3,9,4089,IL23-1547,NA,subplot,B4I_2025_ND_4089_subplot_1,28,61,69,17,67,72,9,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,9,4089,IL23-1547,NA,subplot,B4I_2025_ND_4089_subplot_2,23,62,67,20,64,75,9,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,9,4089,IL23-1547,NA,subplot,B4I_2025_ND_4089_subplot_3,23,64,62,16,71,69,17,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,10,4090,IL23-1424,NDP170153Y,plot,B4I_2025_ND_4090,NA,NA,NA,NA,NA,NA,NA,NA,4,178,183
B4I_2025_ND,2025,ND,1,4,3,10,4090,IL23-1424,NA,subplot,B4I_2025_ND_4090_subplot_1,23,72,77,23,72,85,18,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,10,4090,IL23-1424,NA,subplot,B4I_2025_ND_4090_subplot_2,23,72,86,19,63,76,10,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,10,4090,IL23-1424,NA,subplot,B4I_2025_ND_4090_subplot_3,22,72,83,22,69,75,8,9,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,11,4091,IL23-3627,NDP170190Y,plot,B4I_2025_ND_4091,NA,NA,NA,NA,NA,NA,NA,NA,4,179,182
B4I_2025_ND,2025,ND,1,4,3,11,4091,IL23-3627,NA,subplot,B4I_2025_ND_4091_subplot_1,22,71,74,23,72,81,5,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,11,4091,IL23-3627,NA,subplot,B4I_2025_ND_4091_subplot_2,25,72,79,24,68,77,13,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,11,4091,IL23-3627,NA,subplot,B4I_2025_ND_4091_subplot_3,20,74,76,23,67,69,12,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,12,4092,IL19-3661,NDP170094Y,plot,B4I_2025_ND_4092,NA,NA,NA,NA,NA,NA,NA,NA,6,178,181
B4I_2025_ND,2025,ND,1,4,3,12,4092,IL19-3661,NA,subplot,B4I_2025_ND_4092_subplot_1,26,70,65,23,67,78,9,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,12,4092,IL19-3661,NA,subplot,B4I_2025_ND_4092_subplot_2,23,63,70,21,59,81,12,3,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,12,4092,IL19-3661,NA,subplot,B4I_2025_ND_4092_subplot_3,27,65,70,19,65,75,13,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,13,4093,IL23-4259,NDP250093Y,plot,B4I_2025_ND_4093,NA,NA,NA,NA,NA,NA,NA,NA,6,175,184
B4I_2025_ND,2025,ND,1,4,3,13,4093,IL23-4259,NA,subplot,B4I_2025_ND_4093_subplot_1,26,59,63,21,65,80,25,2,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,13,4093,IL23-4259,NA,subplot,B4I_2025_ND_4093_subplot_2,29,61,64,21,60,79,9,9,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,13,4093,IL23-4259,NA,subplot,B4I_2025_ND_4093_subplot_3,33,62,72,20,67,79,5,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,14,4094,IL23-3621,NDP250088Y,plot,B4I_2025_ND_4094,NA,NA,NA,NA,NA,NA,NA,NA,5,179,182
B4I_2025_ND,2025,ND,1,4,3,14,4094,IL23-3621,NA,subplot,B4I_2025_ND_4094_subplot_1,23,70,82,22,66,73,9,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,14,4094,IL23-3621,NA,subplot,B4I_2025_ND_4094_subplot_2,25,72,79,23,66,81,9,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,14,4094,IL23-3621,NA,subplot,B4I_2025_ND_4094_subplot_3,25,73,71,21,67,75,9,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,15,4095,IL23-1423,NDP250120G,plot,B4I_2025_ND_4095,NA,NA,NA,NA,NA,NA,NA,NA,4,181,183
B4I_2025_ND,2025,ND,1,4,3,15,4095,IL23-1423,NA,subplot,B4I_2025_ND_4095_subplot_1,24,74,84,25,71,80,15,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,15,4095,IL23-1423,NA,subplot,B4I_2025_ND_4095_subplot_2,24,72,86,19,63,78,18,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,15,4095,IL23-1423,NA,subplot,B4I_2025_ND_4095_subplot_3,28,75,90,18,71,72,7,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,16,4096,IL23-3731,NDP170273Y,plot,B4I_2025_ND_4096,NA,NA,NA,NA,NA,NA,NA,NA,3,178,183
B4I_2025_ND,2025,ND,1,4,3,16,4096,IL23-3731,NA,subplot,B4I_2025_ND_4096_subplot_1,25,60,64,23,71,71,6,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,16,4096,IL23-3731,NA,subplot,B4I_2025_ND_4096_subplot_2,27,64,65,15,60,77,11,9,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,16,4096,IL23-3731,NA,subplot,B4I_2025_ND_4096_subplot_3,28,58,66,16,66,68,8,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,17,4097,IL23-3669,NDP250138G,plot,B4I_2025_ND_4097,NA,NA,NA,NA,NA,NA,NA,NA,2,179,182
B4I_2025_ND,2025,ND,1,4,3,17,4097,IL23-3669,NA,subplot,B4I_2025_ND_4097_subplot_1,28,70,75,23,66,67,20,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,17,4097,IL23-3669,NA,subplot,B4I_2025_ND_4097_subplot_2,26,73,75,23,64,69,8,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,17,4097,IL23-3669,NA,subplot,B4I_2025_ND_4097_subplot_3,31,73,80,24,67,66,7,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,18,4098,IL23-4554,NDP250104G,plot,B4I_2025_ND_4098,NA,NA,NA,NA,NA,NA,NA,NA,5,175,185
B4I_2025_ND,2025,ND,1,4,3,18,4098,IL23-4554,NA,subplot,B4I_2025_ND_4098_subplot_1,31,68,70,18,62,74,15,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,18,4098,IL23-4554,NA,subplot,B4I_2025_ND_4098_subplot_2,32,66,72,17,62,75,10,3,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,18,4098,IL23-4554,NA,subplot,B4I_2025_ND_4098_subplot_3,34,67,68,19,58,77,4,10,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,19,4099,IL23-943,NDP250112G,plot,B4I_2025_ND_4099,NA,NA,NA,NA,NA,NA,NA,NA,3,179,181
B4I_2025_ND,2025,ND,1,4,3,19,4099,IL23-943,NA,subplot,B4I_2025_ND_4099_subplot_1,27,65,64,22,69,76,12,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,19,4099,IL23-943,NA,subplot,B4I_2025_ND_4099_subplot_2,30,69,63,23,67,78,13,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,19,4099,IL23-943,NA,subplot,B4I_2025_ND_4099_subplot_3,25,65,58,19,66,71,14,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,20,4100,IL23-1450,NDP250187G,plot,B4I_2025_ND_4100,NA,NA,NA,NA,NA,NA,NA,NA,7,179,187
B4I_2025_ND,2025,ND,1,4,3,20,4100,IL23-1450,NA,subplot,B4I_2025_ND_4100_subplot_1,26,74,85,16,66,85,12,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,20,4100,IL23-1450,NA,subplot,B4I_2025_ND_4100_subplot_2,32,74,87,18,61,78,14,3,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,20,4100,IL23-1450,NA,subplot,B4I_2025_ND_4100_subplot_3,22,73,93,16,57,73,11,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,21,4101,IL23-951,NDP170028G,plot,B4I_2025_ND_4101,NA,NA,NA,NA,NA,NA,NA,NA,7,179,181
B4I_2025_ND,2025,ND,1,4,3,21,4101,IL23-951,NA,subplot,B4I_2025_ND_4101_subplot_1,26,64,72,17,70,74,22,1,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,21,4101,IL23-951,NA,subplot,B4I_2025_ND_4101_subplot_2,30,70,72,18,64,83,14,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,21,4101,IL23-951,NA,subplot,B4I_2025_ND_4101_subplot_3,24,72,70,17,62,88,11,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,22,4102,IL23-1409,NDP150210Y,plot,B4I_2025_ND_4102,NA,NA,NA,NA,NA,NA,NA,NA,4,180,187
B4I_2025_ND,2025,ND,1,4,3,22,4102,IL23-1409,NA,subplot,B4I_2025_ND_4102_subplot_1,23,72,75,21,67,83,10,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,22,4102,IL23-1409,NA,subplot,B4I_2025_ND_4102_subplot_2,26,71,74,21,65,76,10,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,22,4102,IL23-1409,NA,subplot,B4I_2025_ND_4102_subplot_3,17,68,89,17,58,70,9,9,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,23,4103,IL23-3738,NDP250135Y,plot,B4I_2025_ND_4103,NA,NA,NA,NA,NA,NA,NA,NA,1,177,183
B4I_2025_ND,2025,ND,1,4,3,23,4103,IL23-3738,NA,subplot,B4I_2025_ND_4103_subplot_1,28,62,62,16,67,57,8,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,23,4103,IL23-3738,NA,subplot,B4I_2025_ND_4103_subplot_2,31,58,59,18,62,70,10,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,23,4103,IL23-3738,NA,subplot,B4I_2025_ND_4103_subplot_3,26,57,62,19,62,63,7,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,24,4104,IL23-3468,NDP250078Y,plot,B4I_2025_ND_4104,NA,NA,NA,NA,NA,NA,NA,NA,1,181,185
B4I_2025_ND,2025,ND,1,4,3,24,4104,IL23-3468,NA,subplot,B4I_2025_ND_4104_subplot_1,26,65,66,20,65,78,7,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,24,4104,IL23-3468,NA,subplot,B4I_2025_ND_4104_subplot_2,31,54,72,19,60,74,10,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,24,4104,IL23-3468,NA,subplot,B4I_2025_ND_4104_subplot_3,26,63,72,14,64,67,8,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,25,4105,IL21-4043,NDP250110G,plot,B4I_2025_ND_4105,NA,NA,NA,NA,NA,NA,NA,NA,3,177,186
B4I_2025_ND,2025,ND,1,4,3,25,4105,IL21-4043,NA,subplot,B4I_2025_ND_4105_subplot_1,30,64,69,20,62,82,9,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,25,4105,IL21-4043,NA,subplot,B4I_2025_ND_4105_subplot_2,33,63,66,19,57,81,9,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,25,4105,IL21-4043,NA,subplot,B4I_2025_ND_4105_subplot_3,26,69,66,18,66,84,11,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,26,4106,IL23-2942,NDP250059Y,plot,B4I_2025_ND_4106,NA,NA,NA,NA,NA,NA,NA,NA,3,181,186
B4I_2025_ND,2025,ND,1,4,3,26,4106,IL23-2942,NA,subplot,B4I_2025_ND_4106_subplot_1,24,67,72,25,73,84,11,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,26,4106,IL23-2942,NA,subplot,B4I_2025_ND_4106_subplot_2,24,69,82,22,64,84,7,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,26,4106,IL23-2942,NA,subplot,B4I_2025_ND_4106_subplot_3,25,62,74,20,75,74,14,3,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,27,4107,IL23-1947,NDP250096Y,plot,B4I_2025_ND_4107,NA,NA,NA,NA,NA,NA,NA,NA,3,181,185
B4I_2025_ND,2025,ND,1,4,3,27,4107,IL23-1947,NA,subplot,B4I_2025_ND_4107_subplot_1,22,72,85,19,62,77,12,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,27,4107,IL23-1947,NA,subplot,B4I_2025_ND_4107_subplot_2,31,71,81,16,58,76,13,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,27,4107,IL23-1947,NA,subplot,B4I_2025_ND_4107_subplot_3,25,75,86,18,69,80,10,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,28,4108,IL23-558,NDP250109G,plot,B4I_2025_ND_4108,NA,NA,NA,NA,NA,NA,NA,NA,4,180,186
B4I_2025_ND,2025,ND,1,4,3,28,4108,IL23-558,NA,subplot,B4I_2025_ND_4108_subplot_1,26,73,84,21,66,77,12,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,28,4108,IL23-558,NA,subplot,B4I_2025_ND_4108_subplot_2,28,71,78,21,63,72,18,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,28,4108,IL23-558,NA,subplot,B4I_2025_ND_4108_subplot_3,29,67,87,24,65,75,10,3,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,29,4109,IL23-1753,NDP250097Y,plot,B4I_2025_ND_4109,NA,NA,NA,NA,NA,NA,NA,NA,3,181,181
B4I_2025_ND,2025,ND,1,4,3,29,4109,IL23-1753,NA,subplot,B4I_2025_ND_4109_subplot_1,36,74,79,23,73,77,13,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,29,4109,IL23-1753,NA,subplot,B4I_2025_ND_4109_subplot_2,32,68,76,22,67,79,10,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,29,4109,IL23-1753,NA,subplot,B4I_2025_ND_4109_subplot_3,29,72,78,20,68,77,9,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,30,4110,IL19-3618,NDP250116G,plot,B4I_2025_ND_4110,NA,NA,NA,NA,NA,NA,NA,NA,8,178,183
B4I_2025_ND,2025,ND,1,4,3,30,4110,IL19-3618,NA,subplot,B4I_2025_ND_4110_subplot_1,27,75,80,25,72,75,12,1,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,30,4110,IL19-3618,NA,subplot,B4I_2025_ND_4110_subplot_2,32,77,81,23,73,85,10,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,30,4110,IL19-3618,NA,subplot,B4I_2025_ND_4110_subplot_3,28,73,82,24,72,78,2,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,31,4111,IL23-1410,NDP170151Y,plot,B4I_2025_ND_4111,NA,NA,NA,NA,NA,NA,NA,NA,8,181,183
B4I_2025_ND,2025,ND,1,4,3,31,4111,IL23-1410,NA,subplot,B4I_2025_ND_4111_subplot_1,26,79,84,24,81,87,4,10,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,31,4111,IL23-1410,NA,subplot,B4I_2025_ND_4111_subplot_2,23,73,83,25,73,84,15,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,31,4111,IL23-1410,NA,subplot,B4I_2025_ND_4111_subplot_3,27,75,89,20,74,84,10,9,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,32,4112,IL23-1410,NDP250188G,plot,B4I_2025_ND_4112,NA,NA,NA,NA,NA,NA,NA,NA,8,180,188
B4I_2025_ND,2025,ND,1,4,3,32,4112,IL23-1410,NA,subplot,B4I_2025_ND_4112_subplot_1,27,80,90,14,66,81,10,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,32,4112,IL23-1410,NA,subplot,B4I_2025_ND_4112_subplot_2,25,83,91,15,66,85,11,9,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,32,4112,IL23-1410,NA,subplot,B4I_2025_ND_4112_subplot_3,26,76,92,15,61,73,8,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,33,4113,IL21-5955,NDP250107G,plot,B4I_2025_ND_4113,NA,NA,NA,NA,NA,NA,NA,NA,2,180,183
B4I_2025_ND,2025,ND,1,4,3,33,4113,IL21-5955,NA,subplot,B4I_2025_ND_4113_subplot_1,29,78,91,21,71,71,16,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,33,4113,IL21-5955,NA,subplot,B4I_2025_ND_4113_subplot_2,30,80,87,20,64,77,15,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,33,4113,IL21-5955,NA,subplot,B4I_2025_ND_4113_subplot_3,26,71,87,17,63,64,10,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,34,4114,IL21-6116,NDP170101G,plot,B4I_2025_ND_4114,NA,NA,NA,NA,NA,NA,NA,NA,2,177,183
B4I_2025_ND,2025,ND,1,4,3,34,4114,IL21-6116,NA,subplot,B4I_2025_ND_4114_subplot_1,30,70,69,22,74,84,15,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,34,4114,IL21-6116,NA,subplot,B4I_2025_ND_4114_subplot_2,32,66,76,22,67,80,14,9,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,34,4114,IL21-6116,NA,subplot,B4I_2025_ND_4114_subplot_3,35,64,69,16,70,75,9,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,35,4115,IL19-6345,NDP250161Y,plot,B4I_2025_ND_4115,NA,NA,NA,NA,NA,NA,NA,NA,3,178,185
B4I_2025_ND,2025,ND,1,4,3,35,4115,IL19-6345,NA,subplot,B4I_2025_ND_4115_subplot_1,29,70,72,18,75,78,11,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,35,4115,IL19-6345,NA,subplot,B4I_2025_ND_4115_subplot_2,32,76,74,22,65,79,8,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,35,4115,IL19-6345,NA,subplot,B4I_2025_ND_4115_subplot_3,28,66,80,21,75,80,9,6,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,36,4116,IL23-1623,NDP150232Y,plot,B4I_2025_ND_4116,NA,NA,NA,NA,NA,NA,NA,NA,3,177,186
B4I_2025_ND,2025,ND,1,4,3,36,4116,IL23-1623,NA,subplot,B4I_2025_ND_4116_subplot_1,34,76,71,23,71,81,6,4,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,36,4116,IL23-1623,NA,subplot,B4I_2025_ND_4116_subplot_2,34,74,78,24,73,89,15,7,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,36,4116,IL23-1623,NA,subplot,B4I_2025_ND_4116_subplot_3,37,77,82,27,76,85,8,10,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,37,4117,IL23-1547,NDP250102Y,plot,B4I_2025_ND_4117,NA,NA,NA,NA,NA,NA,NA,NA,4,179,187
B4I_2025_ND,2025,ND,1,4,3,37,4117,IL23-1547,NA,subplot,B4I_2025_ND_4117_subplot_1,30,75,76,22,74,92,5,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,37,4117,IL23-1547,NA,subplot,B4I_2025_ND_4117_subplot_2,33,67,79,24,72,90,15,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,37,4117,IL23-1547,NA,subplot,B4I_2025_ND_4117_subplot_3,29,67,68,22,75,84,12,9,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,38,4118,IL21-753,NDP250049Y,plot,B4I_2025_ND_4118,NA,NA,NA,NA,NA,NA,NA,NA,4,178,186
B4I_2025_ND,2025,ND,1,4,3,38,4118,IL21-753,NA,subplot,B4I_2025_ND_4118_subplot_1,30,69,77,19,71,80,10,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,38,4118,IL21-753,NA,subplot,B4I_2025_ND_4118_subplot_2,31,64,75,22,69,80,17,8,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,38,4118,IL21-753,NA,subplot,B4I_2025_ND_4118_subplot_3,28,71,71,17,72,83,8,5,NA,NA,NA
B4I_2025_ND,2025,ND,1,4,3,39,4119,IL19-7048,NDP121711R,plot,B4I_2025_ND_4119,NA,NA,NA,NA,NA,NA,NA,NA,2,177,186
B4I_2025_ND,2025,ND,1,4,3,39,4119,IL19-7048,NA,subplot,B4I_2025_ND_4119_subplot_1,29,69,70,18,62,69,13,7,NA,NA,NA
