"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","germplasmEntryNumber","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Grain weight - g|CO_350:0005123","Grain yield - g/m2|CO_350:0000260","Heading date - Julian day|CO_350:0000270","Pea flowering date - Julian day|COMP:0000053","Pea grain weight - g|COMP:0000009","Pea grain yield - g/m2|COMP:0000049","Pea plant height - cm|COMP:0000010","Plant height - cm|CO_350:0000232","notes","SpringOatPeaIntercrop_2024_IL_AUSTRIAN FIELD PEAS","SpringOatPeaIntercrop_2024_IL_DS Admiral","SpringOatPeaIntercrop_2024_IL_Frostmaster Peas","SpringOatPeaIntercrop_2024_IL_Icicle Winter Peas","SpringOatPeaIntercrop_2024_IL_Maxum","SpringOatPeaIntercrop_2024_IL_ND Dawn","SpringOatPeaIntercrop_2024_IL_ND Victory","SpringOatPeaIntercrop_2024_IL_NDP140510Y","SpringOatPeaIntercrop_2024_IL_NDP150231Y","SpringOatPeaIntercrop_2024_IL_NDP150412G","SpringOatPeaIntercrop_2024_IL_Organic 4010","SpringOatPeaIntercrop_2024_IL_delta field pea"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","201413","WI_X10642-3","WI X10642-3,WI-X10642-3,WIX10642-3,X10642-3","","plot","711517","SpringOatPeaIntercrop_2024_IL_192","1","4","192","1","9","test","","3170.60808","496.77","152","","","","","106.68","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","87885","HAYDEN","","","plot","711406","SpringOatPeaIntercrop_2024_IL_193","1","4","193","1","8","test","","2223.6","433.52","152","144","501.5","78.5749554118377","76.2","111.76","lodging25%-6 (Operator: pthyde123, Time: )","","","","","1","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","87885","HAYDEN","","","plot","711504","SpringOatPeaIntercrop_2024_IL_194","1","4","194","1","7","test","","3311.2216","518.8","153","","","","","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","202026","IL17-1704","","","plot","711420","SpringOatPeaIntercrop_2024_IL_195","1","4","195","1","6","test","","3238.64688","507.43","148","","","","","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","202026","IL17-1704","","","plot","711382","SpringOatPeaIntercrop_2024_IL_196","1","4","196","1","5","test","","2927.8","523.07","148","143","368.8","57.7835365022647","81.28","111.76","good (Operator: pthyde123, Time: )","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510804","SD181245","SD181245","","plot","711372","SpringOatPeaIntercrop_2024_IL_197","1","4","197","1","4","check","","2932.2","479","154","158","92","14.4145481513242","86.36","12.7","NA (Operator: pthyde123, Time: )","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510804","SD181245","SD181245","","plot","711425","SpringOatPeaIntercrop_2024_IL_198","1","4","198","1","3","check","","3261.32648","510.99","154","","","","","132.08","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510820","ND170376","ND170376","","plot","711471","SpringOatPeaIntercrop_2024_IL_199","1","4","199","1","2","test","","2384.3","422.86","155","142","247.9","38.8409400729702","76.2","127","NA (Operator: pthyde123, Time: )","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510820","ND170376","ND170376","","plot","711409","SpringOatPeaIntercrop_2024_IL_2","1","1","2","8","2","test","","1884.6","377.38","153","145","476.4","74.6422906444656","96.52","121.92","NA (Operator: pthyde123, Time: )","","","","","","","1","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510798","SD181237","SD181237","","plot","711453","SpringOatPeaIntercrop_2024_IL_20","1","1","20","8","20","test","","2726.08792","427.12","155","","","","","142.24","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510820","ND170376","ND170376","","plot","711547","SpringOatPeaIntercrop_2024_IL_200","1","4","200","1","1","test","","2549.18704","399.41","155","","","","","132.08","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","99318","DEON","","","plot","711488","SpringOatPeaIntercrop_2024_IL_21","1","1","21","8","21","test","","2512.89968","393.72","154","","","","","121.92","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","99318","DEON","","","plot","711480","SpringOatPeaIntercrop_2024_IL_22","1","1","22","8","22","test","","2253.1","429.97","154","142","458","71.7593810142008","71.12","121.92","NA (Operator: pthyde123, Time: )","","","","","","1","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","531141","SD190992","","","plot","711464","SpringOatPeaIntercrop_2024_IL_23","1","1","23","8","23","test","","2639.90544","413.62","151","","","","","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","531141","SD190992","","","plot","711541","SpringOatPeaIntercrop_2024_IL_24","1","1","24","8","24","test","","2524.9","435.65","151","150","332.3","52.0647212030981","111.76","111.76","good-sync (Operator: pthyde123, Time: )","1","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","97970","ESKER","Esker,WI X8179-2,WIX8179-2","","plot","711383","SpringOatPeaIntercrop_2024_IL_25","1","1","25","8","25","test","","2698.8724","422.86","150","","","","","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","97970","ESKER","Esker,WI X8179-2,WIX8179-2","","plot","711422","SpringOatPeaIntercrop_2024_IL_26","1","1","26","7","25","test","","2232.5","400.12","150","149","341.7","53.5375119924725","111.76","106.68","NA (Operator: pthyde123, Time: )","1","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","201753","IL15-5752","","","plot","711438","SpringOatPeaIntercrop_2024_IL_27","1","1","27","7","24","test","","1526.5","341.84","143","149","636.9","99.7894099736779","106.68","86.36","birddamage-good-notsync (Operator: pthyde123, Time: )","","","1","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","201753","IL15-5752","","","plot","711366","SpringOatPeaIntercrop_2024_IL_28","1","1","28","7","23","test","","2404.0376","376.67","143","","","","","96.52","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","108381","EXCEL","Excel","","plot","711533","SpringOatPeaIntercrop_2024_IL_29","1","1","29","7","22","test","","1303.8","336.16","149","145","796.8","124.842521380164","96.52","101.6","lodging50%-8 (Operator: pthyde123, Time: )","","","","","1","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","202106","IL17-5238","17-5238","","plot","711539","SpringOatPeaIntercrop_2024_IL_3","1","1","3","8","3","test","","2142.4","444.18","146","143","664.3","104.082438444833","81.28","101.6","good-bettersync (Operator: pthyde123, Time: )","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","108381","EXCEL","Excel","","plot","711493","SpringOatPeaIntercrop_2024_IL_30","1","1","30","7","21","test","","2748.76752","430.68","150","","","","","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","98592","BAKER","Baker,IA97105-3","","plot","711456","SpringOatPeaIntercrop_2024_IL_31","1","1","31","7","20","test","","2535.57928","397.28","149","","","","","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","98592","BAKER","Baker,IA97105-3","","plot","711419","SpringOatPeaIntercrop_2024_IL_32","1","1","32","7","19","test","","2134.7","420.73","149","143","531.3","83.2440155738971","76.2","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","102120","WARRIOR","SD120419","","plot","711494","SpringOatPeaIntercrop_2024_IL_33","1","1","33","7","18","test","","2571.86664","402.96","150","","","","","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","102120","WARRIOR","SD120419","","plot","711411","SpringOatPeaIntercrop_2024_IL_34","1","1","34","7","17","test","","2600.5","421.44","150","158","88.9","13.928840550573","86.36","101.6","NA (Operator: pthyde123, Time: )","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","plot","711513","SpringOatPeaIntercrop_2024_IL_35","1","1","35","7","16","test","","2680.72872","420.02","151","","","","","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","plot","711479","SpringOatPeaIntercrop_2024_IL_36","1","1","36","7","15","test","","2269","389.46","150","142","202.6","31.7433419071552","55.88","91.44","NA (Operator: pthyde123, Time: )","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510812","SADDLE","Saddle,SD120296","","plot","711474","SpringOatPeaIntercrop_2024_IL_37","1","1","37","7","14","test","","2404.0376","376.67","149","","","","","96.52","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510812","SADDLE","Saddle,SD120296","","plot","711535","SpringOatPeaIntercrop_2024_IL_38","1","1","38","7","13","test","","1761.3","339.71","148","145","384.7","60.2747464545044","76.2","96.52","NA (Operator: pthyde123, Time: )","","","","","1","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","499042","RUSHMORE","Rushmore,SD140515","","plot","711367","SpringOatPeaIntercrop_2024_IL_39","1","1","39","7","12","test","","1886.94272","295.65","151","","","","","106.68","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","202106","IL17-5238","17-5238","","plot","711421","SpringOatPeaIntercrop_2024_IL_4","1","1","4","8","4","test","","2571.86664","402.96","146","","","","","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","499042","RUSHMORE","Rushmore,SD140515","","plot","711516","SpringOatPeaIntercrop_2024_IL_40","1","1","40","7","11","test","","1952.2","339","151","143","198.5","31.100954435194","50.8","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510819","MN18038X_008","MN-18038X-008,MN18038X-008,MN18038X008","","plot","711377","SpringOatPeaIntercrop_2024_IL_41","1","1","41","7","10","check","","1817.7","323.36","156","145","220.1","34.485239653331","76.2","91.44","NA (Operator: pthyde123, Time: )","","","","","","","","","","","1",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510819","MN18038X_008","MN-18038X-008,MN18038X-008,MN18038X008","","plot","711393","SpringOatPeaIntercrop_2024_IL_42","1","1","42","7","9","check","","2317.85512","363.16","156","","","","","106.68","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510822","MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004","","plot","711526","SpringOatPeaIntercrop_2024_IL_43","1","1","43","7","8","test","","2472.0764","387.33","150","","","","","96.52","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510822","MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004","","plot","711430","SpringOatPeaIntercrop_2024_IL_44","1","1","44","7","7","test","","1709.6","357.48","149","145","555.1","86.9729965086962","96.52","91.44","NA (Operator: pthyde123, Time: )","","","","","1","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","100173","BUCKSKIN","Buckskin,IL 99-1338,IL99-1338","","plot","711491","SpringOatPeaIntercrop_2024_IL_45","1","1","45","7","6","test","","2149.4","389.46","148","143","288","45.123802908493","66.04","96.52","NA (Operator: pthyde123, Time: )","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","100173","BUCKSKIN","Buckskin,IL 99-1338,IL99-1338","","plot","711553","SpringOatPeaIntercrop_2024_IL_46","1","1","46","7","5","test","","2698.8724","422.86","148","","","","","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","88226","NEWBURG","ND030365,NEWBERG,Newburg,Newburg (ck)","","plot","711548","SpringOatPeaIntercrop_2024_IL_47","1","1","47","7","4","test","","1914.8","380.93","153","146","419.9","65.789877921098","81.28","111.76","lodged (Operator: pthyde123, Time: )","","","","","","","","","","","1",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","88226","NEWBURG","ND030365,NEWBERG,Newburg,Newburg (ck)","","plot","711501","SpringOatPeaIntercrop_2024_IL_48","1","1","48","7","3","test","","1855.19128","290.67","153","","","","","127","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","85606","NATTY","Natty,NATTY (ck),SD111779","","plot","711444","SpringOatPeaIntercrop_2024_IL_49","1","1","49","7","2","test","","2199.9212","344.68","148","","","","","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510804","SD181245","SD181245","","plot","711503","SpringOatPeaIntercrop_2024_IL_5","1","1","5","8","5","test","","2546","446.31","153","150","281","44.0270438100227","96.52","127","NA (Operator: pthyde123, Time: )","","","1","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","85606","NATTY","Natty,NATTY (ck),SD111779","","plot","711392","SpringOatPeaIntercrop_2024_IL_50","1","1","50","7","1","test","","2113","397.28","148","142","422.8","66.2442495476072","71.12","111.76","NA (Operator: pthyde123, Time: )","","","","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","499633","A25","A25","","plot","711528","SpringOatPeaIntercrop_2024_IL_51","1","2","51","6","1","test","","1029.5","289.25","143","146","801.8","125.625920736214","91.44","101.6","lodge25%7 (Operator: pthyde123, Time: )","","","","","","","","","","","1",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","499633","A25","A25","","plot","711562","SpringOatPeaIntercrop_2024_IL_52","1","2","52","6","2","test","","1773.54472","277.88","143","","","","","106.68","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510806","SD180580","SD180580","","plot","711375","SpringOatPeaIntercrop_2024_IL_53","1","2","53","6","3","test","","1913.6","347.53","151","150","287","44.967123037283","101.6","106.68","NA (Operator: pthyde123, Time: )","1","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510806","SD180580","SD180580","","plot","711473","SpringOatPeaIntercrop_2024_IL_54","1","2","54","6","4","test","","2617.22584","410.07","152","","","","","116.84","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","202123","IL17-7339","17-7339","","plot","711458","SpringOatPeaIntercrop_2024_IL_55","1","2","55","6","5","test","","2108.6","420.02","152","146","555.4","87.0200004700592","81.28","96.52","goodsync-oatsnotstrongreins (Operator: pthyde123, Time: )","","","","","","","","","","","1",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","202123","IL17-7339","17-7339","","plot","711401","SpringOatPeaIntercrop_2024_IL_56","1","2","56","6","6","test","","3143.39256","492.51","152","","","","","96.52","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","202026","IL17-1704","","","plot","711412","SpringOatPeaIntercrop_2024_IL_57","1","2","57","6","7","test","","2535.57928","397.28","149","","","","","106.68","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","202026","IL17-1704","","","plot","711452","SpringOatPeaIntercrop_2024_IL_58","1","2","58","6","8","test","","2348.4","433.52","149","142","387.1","60.6507781454085","55.88","106.68","NA (Operator: pthyde123, Time: )","","","","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","97779","OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678","","plot","711509","SpringOatPeaIntercrop_2024_IL_59","1","2","59","6","9","check","","2091.05912","327.63","151","","","","","101.6","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6682","SpringOatPeaIntercrop_2024_IL","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.33","4.572","","","","2024-March-21","2024-July-08","140","Urbana, IL","510804","SD181245","SD181245","","plot","711542","SpringOatPeaIntercrop_2024_IL_6","1","1","6","8","6","test","","2658.04912","416.46","153","","","","","127","NA (Operator: pthyde123, Time: )","","","","","","","","","","","",""
