"","studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","germplasmEntryNumber","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Biomass_1_oat_g","Biomass_2_oat_g","Biomass_3_oat_g","Biomass_4_oat_g","Grain weight - g|CO_350:0005123","oat_grain_yield","Lodging","Biomass_1_pea_g","Biomass_2_pea_g","Biomass_3_pea_g","Biomass_4_pea_g","Pea grain weight - g|COMP:0000009","pea_grain_yield","Pea plant establishment - plants/ft2|COMP:0000052","Pea plant height - cm|day 151|COMP:0000087","Pea plant height - cm|day 176|COMP:0000088","Pea plant height - cm|day 196|COMP:0000089","Pea plant height - cm|day 214|COMP:0000090","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|day 151|COMP:0000075","Plant height - cm|day 176|COMP:0000076","Plant height - cm|day 196|COMP:0000077","Plant height - cm|day 214|COMP:0000078","Biomass_1_weed_g","Biomass_2_weed_g","Biomass_3_weed_g","Biomass_4_weed_g","notes","AUSTRIAN FIELD PEAS","DS Admiral","Frostmaster Peas","Icicle Winter Peas","Maxum","ND Dawn","ND Victory","NDP140510Y","NDP150231Y","NDP150412G","Organic 4010","delta field pea","peaName","pea_type"
"699",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97779,"OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",NA,"subplot",714211,"SpringOatPeaIntercrop_2024_NY_77_subplot_1",1,2,77,8,4,"check",NA,NA,NA,455.6,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,6,19,74,65,68,21,27,110,105,112,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"700",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97779,"OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",NA,"subplot",714213,"SpringOatPeaIntercrop_2024_NY_77_subplot_2",1,2,77,8,4,"check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,84,0,80,37,30,109,107,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"701",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97779,"OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",NA,"subplot",714215,"SpringOatPeaIntercrop_2024_NY_77_subplot_3",1,2,77,8,4,"check",NA,NA,186.8,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,2,20,57,69,54,27,30,100,108,112,NA,108.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Victory",NA,NA,NA,NA,NA,"ND Victory","field"
"702",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97779,"OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",NA,"plot",711243,"SpringOatPeaIntercrop_2024_NY_78",1,2,78,8,3,"check",NA,NA,NA,NA,NA,1,0,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"703",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97779,"OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",NA,"subplot",713865,"SpringOatPeaIntercrop_2024_NY_78_subplot_1",1,2,78,8,3,"check",NA,NA,NA,428.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,32,26,105,113,126,NA,NA,122.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"704",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97779,"OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",NA,"subplot",713867,"SpringOatPeaIntercrop_2024_NY_78_subplot_2",1,2,78,8,3,"check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,40,26,111,114,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"705",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97779,"OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",NA,"subplot",713869,"SpringOatPeaIntercrop_2024_NY_78_subplot_3",1,2,78,8,3,"check",NA,NA,313.9,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,38,30,100,116,115,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"706",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531128,"OT3120",NA,NA,"plot",711281,"SpringOatPeaIntercrop_2024_NY_79",1,2,79,8,2,"test",NA,NA,NA,NA,NA,168,60,6,NA,NA,NA,NA,66,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"707",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531128,"OT3120",NA,NA,"subplot",714311,"SpringOatPeaIntercrop_2024_NY_79_subplot_1",1,2,79,8,2,"test",NA,NA,NA,462.2,NA,NA,NA,NA,NA,NA,33.8,NA,NA,NA,11,15,85,91,102,27,28,93,115,108,NA,NA,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"708",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531128,"OT3120",NA,NA,"subplot",714313,"SpringOatPeaIntercrop_2024_NY_79_subplot_2",1,2,79,8,2,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,87,100,107,19,29,99,109,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"709",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531128,"OT3120",NA,NA,"subplot",714315,"SpringOatPeaIntercrop_2024_NY_79_subplot_3",1,2,79,8,2,"test",NA,34.8,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,3,18,76,92,107,9,26,91,113,110,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"710",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102120,"WARRIOR","SD120419",NA,"subplot",714578,"SpringOatPeaIntercrop_2024_NY_7_subplot_1",1,1,7,1,7,"test",NA,30.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,34,27,84,105,112,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"711",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102120,"WARRIOR","SD120419",NA,"subplot",714580,"SpringOatPeaIntercrop_2024_NY_7_subplot_2",1,1,7,1,7,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,16,23,81,107,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"712",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102120,"WARRIOR","SD120419",NA,"subplot",714582,"SpringOatPeaIntercrop_2024_NY_7_subplot_3",1,1,7,1,7,"test",NA,NA,NA,NA,368,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,23,26,92,115,115,NA,NA,NA,200.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"713",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102120,"WARRIOR","SD120419",NA,"plot",711165,"SpringOatPeaIntercrop_2024_NY_8",1,1,8,1,8,"test",NA,NA,NA,NA,NA,360,130,1,NA,NA,NA,NA,22,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP150412G",NA,NA,"NDP150412G","field"
"714",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531128,"OT3120",NA,NA,"plot",711326,"SpringOatPeaIntercrop_2024_NY_80",1,2,80,8,1,"test",NA,NA,NA,NA,NA,266,98,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"715",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531128,"OT3120",NA,NA,"subplot",714537,"SpringOatPeaIntercrop_2024_NY_80_subplot_1",1,2,80,8,1,"test",NA,NA,NA,251.4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,29,27,90,113,121,NA,NA,214.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"716",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531128,"OT3120",NA,NA,"subplot",714539,"SpringOatPeaIntercrop_2024_NY_80_subplot_2",1,2,80,8,1,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,8,28,95,117,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"717",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531128,"OT3120",NA,NA,"subplot",714541,"SpringOatPeaIntercrop_2024_NY_80_subplot_3",1,2,80,8,1,"test",NA,31,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,38,26,91,111,117,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"718",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510806,"SD180580","SD180580",NA,"plot",711188,"SpringOatPeaIntercrop_2024_NY_81",1,2,81,9,1,"test",NA,NA,NA,NA,NA,264,133,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"719",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510806,"SD180580","SD180580",NA,"subplot",714466,"SpringOatPeaIntercrop_2024_NY_81_subplot_1",1,2,81,9,1,"test",NA,NA,279.4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,32,27,103,109,112,NA,126.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"720",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510806,"SD180580","SD180580",NA,"subplot",714468,"SpringOatPeaIntercrop_2024_NY_81_subplot_2",1,2,81,9,1,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,34,29,107,113,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"721",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510806,"SD180580","SD180580",NA,"subplot",714470,"SpringOatPeaIntercrop_2024_NY_81_subplot_3",1,2,81,9,1,"test",NA,NA,NA,NA,369.3,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,28,26,95,116,107,NA,NA,NA,177.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"722",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510806,"SD180580","SD180580",NA,"plot",711200,"SpringOatPeaIntercrop_2024_NY_82",1,2,82,9,2,"test",NA,NA,NA,NA,NA,310,137,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"723",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510806,"SD180580","SD180580",NA,"subplot",713871,"SpringOatPeaIntercrop_2024_NY_82_subplot_1",1,2,82,9,2,"test",NA,NA,272.3,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,0,15,42,0,0,38,32,102,119,106,NA,105.4,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"724",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510806,"SD180580","SD180580",NA,"subplot",713873,"SpringOatPeaIntercrop_2024_NY_82_subplot_2",1,2,82,9,2,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,41,0,0,51,36,105,114,114,NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"725",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510806,"SD180580","SD180580",NA,"subplot",713875,"SpringOatPeaIntercrop_2024_NY_82_subplot_3",1,2,82,9,2,"test",NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,0,NA,NA,0,12,50,0,0,24,24,91,115,114,NA,NA,NA,312,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"726",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",108381,"EXCEL","Excel",NA,"plot",711318,"SpringOatPeaIntercrop_2024_NY_83",1,2,83,9,3,"test",NA,NA,NA,NA,NA,79,33,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"727",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",108381,"EXCEL","Excel",NA,"subplot",714053,"SpringOatPeaIntercrop_2024_NY_83_subplot_1",1,2,83,9,3,"test",NA,NA,NA,NA,222.2,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,21,28,104,111,112,NA,NA,NA,317.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"728",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",108381,"EXCEL","Excel",NA,"subplot",714054,"SpringOatPeaIntercrop_2024_NY_83_subplot_2",1,2,83,9,3,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,15,27,97,115,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"729",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",108381,"EXCEL","Excel",NA,"subplot",714055,"SpringOatPeaIntercrop_2024_NY_83_subplot_3",1,2,83,9,3,"test",NA,NA,270,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,31,28,94,114,106,NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"730",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",108381,"EXCEL","Excel",NA,"plot",711232,"SpringOatPeaIntercrop_2024_NY_84",1,2,84,9,4,"test",NA,NA,NA,NA,NA,201,85,3,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Dawn",NA,NA,NA,NA,NA,NA,"ND Dawn","field"
"731",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",108381,"EXCEL","Excel",NA,"subplot",714472,"SpringOatPeaIntercrop_2024_NY_84_subplot_1",1,2,84,9,4,"test",NA,NA,NA,NA,257.6,NA,NA,NA,NA,NA,NA,5.6,NA,NA,8,17,50,38,58,32,37,100,108,110,NA,NA,NA,238.3,NA,NA,NA,NA,NA,NA,"ND Dawn",NA,NA,NA,NA,NA,NA,"ND Dawn","field"
"732",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",108381,"EXCEL","Excel",NA,"subplot",714474,"SpringOatPeaIntercrop_2024_NY_84_subplot_2",1,2,84,9,4,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,54,66,61,38,31,105,110,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Dawn",NA,NA,NA,NA,NA,NA,"ND Dawn","field"
"733",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",108381,"EXCEL","Excel",NA,"subplot",714476,"SpringOatPeaIntercrop_2024_NY_84_subplot_3",1,2,84,9,4,"test",NA,NA,201.4,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,6,12,58,53,48,11,27,94,109,110,NA,61.3,NA,NA,NA,NA,NA,NA,NA,NA,"ND Dawn",NA,NA,NA,NA,NA,NA,"ND Dawn","field"
"734",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102429,"GOPHER","03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,"plot",711301,"SpringOatPeaIntercrop_2024_NY_85",1,2,85,9,5,"test",NA,NA,NA,NA,NA,109,44,9,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"735",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",102429,"GOPHER","03C0700851,AA 568,BGR8099,CAP 0038,C.I. No. 2027,Copher,Favorit,GOPH,Gopher,GOPHER (ck),Gopher Oats,Minnesota No. 674,Mn 674,RL 158,RL 1793,RL 834,RL No. 158",NA,"subplot",713711,"SpringOatPeaIntercrop_2024_NY_85_subplot_1",1,2,85,9,5,"test",NA,NA,NA,403.1,NA,NA,NA,NA,NA,NA,53.3,NA,NA,NA,7,18,69,85,51,15,30,100,112,105,NA,NA,150.7,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
