studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Above ground dry biomass - g|day 157|COMP:0000019,Above ground dry biomass - g|day 172|COMP:0000020,Above ground dry biomass - g|day 192|COMP:0000021,Above ground dry biomass - g|day 214|COMP:0000022,Ear emergence|day 164|COMP:0000014,Ear emergence|day 171|COMP:0000015,Grain weight - g|day 221|COMP:0000029,Grain yield - g/m2|CO_350:0000260,Lodging severity - 0-9 Rating|day 181|COMP:0000016,Lodging severity - 0-9 Rating|day 186|COMP:0000017,Lodging severity - 0-9 Rating|day 221|COMP:0000018,Oat maturity - %|day 191|COMP:0000011,Oat maturity - %|day 200|COMP:0000012,Oat maturity - %|day 206|COMP:0000013,Pea above ground dry biomass - g|day 157|COMP:0000031,Pea above ground dry biomass - g|day 172|COMP:0000032,Pea above ground dry biomass - g|day 192|COMP:0000033,Pea above ground dry biomass - g|day 214|COMP:0000034,Pea flowering - y/n|day 164|COMP:0000035,Pea flowering - y/n|day 171|COMP:0000036,Pea fruiting - y/n|day 171|COMP:0000037,Pea grain weight - g|day 221|COMP:0000038,Pea grain yield - g/m2|COMP:0000049,Pea maturity - %|day 191|COMP:0000046,Pea maturity - %|day 200|COMP:0000047,Pea maturity - %|day 206|COMP:0000048,Pea plant establishment - plants/m2|day 153|COMP:0000045,Pea plant height - cm|day 164|COMP:0000040,Pea plant height - cm|day 180|COMP:0000041,Pea plant height - cm|day 186|COMP:0000042,Pea plant height - cm|day 200|COMP:0000043,Pea plant height - cm|day 208|COMP:0000044,Plant establishment - plants/m2|day 153|COMP:0000028,Plant height - cm|day 164|COMP:0000023,Plant height - cm|day 180|COMP:0000024,Plant height - cm|day 186|COMP:0000025,Plant height - cm|day 200|COMP:0000026,Plant height - cm|day 208|COMP:0000027,notes,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_AUSTRIAN FIELD PEAS,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_DS Admiral,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Frostmaster Peas,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Icicle Winter Peas,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Maxum,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_ND Dawn,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_ND Victory,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_NDP140510Y,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_NDP150231Y,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_NDP150412G,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_Organic 4010,Cornell_OatPeaIntercropPilot_2023_Ithaca_pea_genotype_delta field pea
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499634,A10,A10,plot,548213,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_55,1,3,55,3,15,test,,,,,,1,1,2.3,1.014109347,7,7,9,5,60,95,,,,,0,1,0,189.8,83.68606702,0,95,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,1,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499634,A10,A10,subplot,701390,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_55_subplot_1,1,3,55,3,15,test,,14.6,,,,,,,,,,,,,,19.8,,,,,,,,,,,,47.61904762,54,57,70,61,51,126.984127,49,51,40,35,28,,,,,,1,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499634,A10,A10,subplot,701391,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_55_subplot_2,1,3,55,3,15,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.61904762,58,70,70,57,44,230.1587302,50,43,15,27,5,,,,,,1,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",499634,A10,A10,subplot,701392,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_55_subplot_3,1,3,55,3,15,test,,,,,23.2,,,,,,,,,,,,,,10.6,,,,,,,,,103.1746032,55,65,65,45,30,150.7936508,46,42,25,14,10,,,,,,1,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",97939,SABER,"CV-377,IL02-8658",plot,548197,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_56,1,3,56,3,16,test,,,,,,1,1,292.8,129.1005291,0,0,0,40,90,100,,,,,1,1,1,226.6,99.91181658,60,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,,,,,1
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",97939,SABER,"CV-377,IL02-8658",subplot,701273,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_56_subplot_1,1,3,56,3,16,test,,,66.8,102.8,,,,,,,,,,,,,58.3,79.9,,,,,,,,,,55.55555556,47,62,75,68,65,198.4126984,49,65,75,70,70,,,,,,,,,,,,,1
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",97939,SABER,"CV-377,IL02-8658",subplot,701274,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_56_subplot_2,1,3,56,3,16,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.61904762,34,60,60,55,54,158.7301587,40,70,75,70,76,,,,,,,,,,,,,1
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",97939,SABER,"CV-377,IL02-8658",subplot,701275,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_56_subplot_3,1,3,56,3,16,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.68253968,39,75,65,58,63,103.1746032,56,80,85,76,79,,,,,,,,,,,,,1
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510817,OT2130,OT2130,plot,548261,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_57,1,3,57,3,17,test,,,,,,0,1,301.1,132.7601411,1,1,0,0,30,80,,,,,0,1,0,161.6,71.25220459,0,80,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510817,OT2130,OT2130,subplot,701375,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_57_subplot_1,1,3,57,3,17,test,,,,,90.5,,,,,,,,,,,,,,59,,,,,,,,,31.74603175,45,100,105,94,100,126.984127,43,75,85,83,86,,,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510817,OT2130,OT2130,subplot,701376,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_57_subplot_2,1,3,57,3,17,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.74603175,44,95,105,93,101,190.4761905,46,83,85,83,79,,,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510817,OT2130,OT2130,subplot,701377,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_57_subplot_3,1,3,57,3,17,test,,23.8,,,,,,,,,,,,,,5.7,,,,,,,,,,,,31.74603175,56,105,110,95,98,222.2222222,53,80,80,86,92,,,,,,,,,,,,1,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202123,IL17-7339,17-7339,plot,548225,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_58,1,3,58,3,18,test,,,,,,1,1,92.4,40.74074074,0,0,0,40,90,95,,,,,1,1,1,271.6,119.7530864,29,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202123,IL17-7339,17-7339,subplot,701357,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_58_subplot_1,1,3,58,3,18,test,,,,123.7,,,,,,,,,,,,,,78.7,,,,,,,,,,15.87301587,46,65,70,66,64,563.4920635,46,60,65,62,62,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202123,IL17-7339,17-7339,subplot,701358,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_58_subplot_2,1,3,58,3,18,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.42857143,58,70,70,66,70,103.1746032,56,50,55,59,52,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202123,IL17-7339,17-7339,subplot,701359,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_58_subplot_3,1,3,58,3,18,test,,,36.6,,,,,,,,,,,,,,55.4,,,,,,,,,,,63.49206349,48,70,70,68,70,87.3015873,54,50,60,61,63,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",97779,OGLE,"03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",plot,548266,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_59,1,3,59,3,19,check,,,,,,0,1,38.3,16.88712522,0,1,0,0,70,90,,,,,0,1,0,175.7,77.4691358,0,90,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",97779,OGLE,"03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",subplot,701459,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_59_subplot_1,1,3,59,3,19,check,,,,,109.7,,,,,,,,,,,,,,104.3,,,,,,,,,47.61904762,47,90,80,82,78,134.9206349,39,85,90,86,91,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",97779,OGLE,"03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",subplot,701460,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_59_subplot_2,1,3,59,3,19,check,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.1111111,47,80,90,84,86,142.8571429,46,80,70,84,83,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",97779,OGLE,"03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678",subplot,701461,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_59_subplot_3,1,3,59,3,19,check,,,70.2,,,,,,,,,,,,,,43.4,,,,,,,,,,,103.1746032,47,80,80,80,81,269.8412698,53,75,80,82,83,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510811,ND170307,ND170307,subplot,701444,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_5_subplot_1,1,1,5,1,5,test,,20,,,,,,,,,,,,,,16.7,,,,,,,,,,,,39.68253968,50,70,70,68,68,95.23809524,45,80,80,76,87,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510811,ND170307,ND170307,subplot,701445,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_5_subplot_2,1,1,5,1,5,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,55,77,80,71,67,230.1587302,40,72,75,73,87,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510811,ND170307,ND170307,subplot,701446,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_5_subplot_3,1,1,5,1,5,test,,,,35.6,,,,,,,,,,,,,,212.5,,,,,,,,,,55.55555556,60,75,75,77,80,119.047619,40,75,75,86,90,,,1,,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",97970,ESKER,"Esker,WI X8179-2,WIX8179-2",plot,548224,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_6,1,1,6,1,6,test,,,,,,1,1,127.9,56.39329806,0,0,0,10,70,100,,,,,1,1,1,230.4,101.5873016,40,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,1,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510804,SD181245,SD181245,plot,548201,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_60,1,3,60,3,20,test,,,,,,0,1,55.7,24.55908289,0,0,0,,50,80,,,,,0,1,0,239.8,105.7319224,0,90,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510804,SD181245,SD181245,subplot,701450,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_60_subplot_1,1,3,60,3,20,test,,,,,114.6,,,,,,,,,,,,,,42.7,,,,,,,,,63.49206349,51,85,85,91,83,158.7301587,48,90,95,94,100,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510804,SD181245,SD181245,subplot,701451,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_60_subplot_2,1,3,60,3,20,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3015873,55,90,90,90,95,150.7936508,47,80,80,82,77,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",510804,SD181245,SD181245,subplot,701452,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_60_subplot_3,1,3,60,3,20,test,,16.4,,,,,,,,,,,,,,10.2,,,,,,,,,,,,55.55555556,51,90,90,89,81,55.55555556,41,75,75,85,88,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202018,IL17-1253,17-1253,plot,548226,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_61,1,3,61,4,20,test,,,,,,0,1,222.7,98.19223986,0,0,0,,50,90,,,,,0,1,0,320.1,141.1375661,0,50,95,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202018,IL17-1253,17-1253,subplot,701303,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_61_subplot_1,1,3,61,4,20,test,,,,56.7,,,,,,,,,,,,,,84.1,,,,,,,,,,87.3015873,39,75,90,92,87,190.4761905,37,60,70,68,60,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202018,IL17-1253,17-1253,subplot,701304,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_61_subplot_2,1,3,61,4,20,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,42,75,95,95,96,134.9206349,37,63,80,87,85,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",202018,IL17-1253,17-1253,subplot,701305,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_61_subplot_3,1,3,61,4,20,test,,,47,,,,,,,,,,,,,,33.9,,,,,,,,,,,39.68253968,53,90,90,83,93,134.9206349,51,75,75,78,76,,,,,,,,1,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",201753,IL15-5752,15-5752,plot,548210,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_62,1,3,62,4,19,test,,,,,,1,1,93.1,41.04938272,2,3,8,40,60,95,,,,,0,1,0,216.2,95.32627866,0,40,90,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,1,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",201753,IL15-5752,15-5752,subplot,701381,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_62_subplot_1,1,3,62,4,19,test,,,28.6,,,,,,,,,,,,,,28.9,,,,,,,,,,,23.80952381,45,42,70,50,51,158.7301587,46,62,60,57,59,,,,1,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",201753,IL15-5752,15-5752,subplot,701382,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_62_subplot_2,1,3,62,4,19,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,47,90,100,75,70,158.7301587,53,69,40,28,40,,,,1,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",201753,IL15-5752,15-5752,subplot,701383,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_62_subplot_3,1,3,62,4,19,test,,,,,26.8,,,,,,,,,,,,,,149.4,,,,,,,,,134.9206349,51,99,95,69,66,246.031746,52,79,40,25,17,,,,1,,,,,,,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",87885,HAYDEN,"HADEN,Hayden,SD111972",plot,548275,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_63,1,3,63,4,18,test,,,,,,0,1,221.4,97.61904762,0,0,0,0,50,85,,,,,0,1,0,361.4,159.3474427,10,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,,1,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",87885,HAYDEN,"HADEN,Hayden,SD111972",subplot,701513,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_63_subplot_1,1,3,63,4,18,test,,22.6,,,,,,,,,,,,,,14.7,,,,,,,,,,,,63.49206349,38,63,75,62,74,174.6031746,38,74,65,81,72,,,,,,,,,,1,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",87885,HAYDEN,"HADEN,Hayden,SD111972",subplot,701514,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_63_subplot_2,1,3,63,4,18,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.61904762,45,80,75,74,79,126.984127,54,80,100,97,100,,,,,,,,,,1,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",87885,HAYDEN,"HADEN,Hayden,SD111972",subplot,701515,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_63_subplot_3,1,3,63,4,18,test,,,,,117.3,,,,,,,,,,,,,,57.5,,,,,,,,,103.1746032,47,80,80,67,66,174.6031746,49,90,90,89,92,,,,,,,,,,1,,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",88062,CORRAL,"Corral,CV-378,IL00-7267,IL007267",plot,548229,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_64,1,3,64,4,17,test,,,,,,0,1,133.7,58.95061728,0,0,0,5,60,90,,,,,1,1,0,174.3,76.85185185,10,100,100,,,,,,,,,,,,," (Operator: dwaring87, Time: )",,,,,,,,,,1,,
2023,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,5040,Cornell_OatPeaIntercropPilot_2023_Ithaca,MultiEnvironment Oat Pea Intercropping,Augmented,1.26,3,,,,2023-April-13,,173,"Ithaca, NY - Caldwell",88062,CORRAL,"Corral,CV-378,IL00-7267,IL007267",subplot,701504,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_64_subplot_1,1,3,64,4,17,test,,,19.2,,,,,,,,,,,,,,58,,,,,,,,,,,23.80952381,44,65,65,72,74,103.1746032,29,70,75,50,59,,,,,,,,,,,1,,
