"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Heading date - Julian day|CO_350:0000270","Lodging severity - 0-9 Rating|CO_350:0005007","Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014","Pea Plant Establishment - plants/ft2|CO_xxx:0003011","Pea Plant Height - cm|CO_xxx:0003005","Pea Plant Height - cm|timepoint 1|COMP:0000122","Pea Plant Height - cm|timepoint 2|COMP:0000123","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|CO_350:0000232","Plant height - cm|timepoint 1|COMP:0000114","Plant height - cm|timepoint 2|COMP:0000115","notes"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704638","IL23-1259","IL23-1259","subplot","736064","B4I_2025_AL_1232_subplot_3","1","1","1232","6","9","test","","","","","","","","7","","16","49","13","","18","73",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704752","IL23-3848","IL23-3848","plot","733759","B4I_2025_AL_1233","1","1","1233","6","8","test","","733428","NDP250085Y","","122","4","115","5","18","18","53","13","25","25","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704752","IL23-3848","IL23-3848","subplot","735738","B4I_2025_AL_1233_subplot_1","1","1","1233","6","8","test","","","","","","","","6","","16","48","10","","27","77",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704752","IL23-3848","IL23-3848","subplot","735739","B4I_2025_AL_1233_subplot_2","1","1","1233","6","8","test","","","","","","","","7","","16","62","15","","26","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704752","IL23-3848","IL23-3848","subplot","735740","B4I_2025_AL_1233_subplot_3","1","1","1233","6","8","test","","","","","","","","5","","18","53","13","","25","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704997","IL23-3673","IL23-3673","plot","733804","B4I_2025_AL_1234","1","1","1234","6","7","test","","733507","NDP250049Y","","125","7","119","6","17","17","52","9","20","20","74",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704997","IL23-3673","IL23-3673","subplot","736167","B4I_2025_AL_1234_subplot_1","1","1","1234","6","7","test","","","","","","","","6","","20","43","9","","24","76",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704997","IL23-3673","IL23-3673","subplot","736168","B4I_2025_AL_1234_subplot_2","1","1","1234","6","7","test","","","","","","","","7","","17","43","9","","18","79",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704997","IL23-3673","IL23-3673","subplot","736169","B4I_2025_AL_1234_subplot_3","1","1","1234","6","7","test","","","","","","","","6","","17","52","9","","20","74",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704578","IL23-423","IL23-423","plot","733671","B4I_2025_AL_1235","1","1","1235","6","6","test","","733397","NDP250125Y","","125","5","119","6","12","12","48","9","23","23","75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704578","IL23-423","IL23-423","subplot","735864","B4I_2025_AL_1235_subplot_1","1","1","1235","6","6","test","","","","","","","","3","","16","40","19","","21","66",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704578","IL23-423","IL23-423","subplot","735865","B4I_2025_AL_1235_subplot_2","1","1","1235","6","6","test","","","","","","","","2","","18","48","15","","20","72",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704578","IL23-423","IL23-423","subplot","735866","B4I_2025_AL_1235_subplot_3","1","1","1235","6","6","test","","","","","","","","6","","12","48","9","","23","75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704530","IL23-612","IL23-612","plot","733868","B4I_2025_AL_1236","1","1","1236","6","5","test","","733468","NDP250174Y","","122","3","115","7","20","20","44","11","26","26","77",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704530","IL23-612","IL23-612","subplot","736563","B4I_2025_AL_1236_subplot_1","1","1","1236","6","5","test","","","","","","","","4","","17","38","8","","20","71",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704530","IL23-612","IL23-612","subplot","736564","B4I_2025_AL_1236_subplot_2","1","1","1236","6","5","test","","","","","","","","3","","18","39","12","","20","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704530","IL23-612","IL23-612","subplot","736565","B4I_2025_AL_1236_subplot_3","1","1","1236","6","5","test","","","","","","","","7","","20","44","11","","26","77",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704831","IL23-271","IL23-271","plot","733854","B4I_2025_AL_1237","1","1","1237","6","4","test","","733287","NDP250121Y","","125","2","119","4","18","18","45","13","25","25","68",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704831","IL23-271","IL23-271","subplot","736023","B4I_2025_AL_1237_subplot_1","1","1","1237","6","4","test","","","","","","","","2","","12","44","12","","23","67",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704831","IL23-271","IL23-271","subplot","736024","B4I_2025_AL_1237_subplot_2","1","1","1237","6","4","test","","","","","","","","6","","18","43","8","","19","73",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704831","IL23-271","IL23-271","subplot","736025","B4I_2025_AL_1237_subplot_3","1","1","1237","6","4","test","","","","","","","","4","","18","45","13","","25","68",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704732","IL23-1206","IL23-1206","plot","733714","B4I_2025_AL_1238","1","1","1238","6","3","test","","733448","NDP170328G","","128","3","119","3","17","17","49","16","24","24","69",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704732","IL23-1206","IL23-1206","subplot","736104","B4I_2025_AL_1238_subplot_1","1","1","1238","6","3","test","","","","","","","","3","","13","40","15","","20","70",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704732","IL23-1206","IL23-1206","subplot","736105","B4I_2025_AL_1238_subplot_2","1","1","1238","6","3","test","","","","","","","","6","","10","37","12","","19","67",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704732","IL23-1206","IL23-1206","subplot","736106","B4I_2025_AL_1238_subplot_3","1","1","1238","6","3","test","","","","","","","","3","","17","49","16","","24","69",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507612","IL19-2033","","plot","733688","B4I_2025_AL_1239","1","1","1239","6","2","test","","733276","NDP250133G","","125","3","119","3","12","12","45","7","23","23","78",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507612","IL19-2033","","subplot","735645","B4I_2025_AL_1239_subplot_1","1","1","1239","6","2","test","","","","","","","","1","","13","50","13","","20","86",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507612","IL19-2033","","subplot","735646","B4I_2025_AL_1239_subplot_2","1","1","1239","6","2","test","","","","","","","","3","","13","50","15","","19","72",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507612","IL19-2033","","subplot","735647","B4I_2025_AL_1239_subplot_3","1","1","1239","6","2","test","","","","","","","","3","","12","45","7","","23","78",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704459","IL23-260","IL23-260","plot","733570","B4I_2025_AL_1240","1","1","1240","5","1","test","","733445","NDP170190Y","","122","2","115","6","23","23","41","10","30","30","70",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704459","IL23-260","IL23-260","subplot","735774","B4I_2025_AL_1240_subplot_1","1","1","1240","5","1","test","","","","","","","","4","","16","45","6","","26","78",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704459","IL23-260","IL23-260","subplot","735775","B4I_2025_AL_1240_subplot_2","1","1","1240","5","1","test","","","","","","","","2","","21","56","14","","28","70",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704459","IL23-260","IL23-260","subplot","735776","B4I_2025_AL_1240_subplot_3","1","1","1240","5","1","test","","","","","","","","6","","23","41","10","","30","70",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704687","IL23-3565","IL23-3565","plot","733646","B4I_2025_AL_1241","1","1","1241","6","1","test","","733485","NDP170182Y","","122","4","115","6","15","15","33","12","20","20","69",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704687","IL23-3565","IL23-3565","subplot","736275","B4I_2025_AL_1241_subplot_1","1","1","1241","6","1","test","","","","","","","","1","","17","32","12","","19","66",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704687","IL23-3565","IL23-3565","subplot","736276","B4I_2025_AL_1241_subplot_2","1","1","1241","6","1","test","","","","","","","","7","","12","38","11","","16","73",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704687","IL23-3565","IL23-3565","subplot","736277","B4I_2025_AL_1241_subplot_3","1","1","1241","6","1","test","","","","","","","","6","","15","33","12","","20","69",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507718","IL19-7063","","plot","733676","B4I_2025_AL_1242","1","1","1242","7","2","test","","733410","NDP250107G","","122","1","115","3","10","10","38","11","18","18","62",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507718","IL19-7063","","subplot","735981","B4I_2025_AL_1242_subplot_1","1","1","1242","7","2","test","","","","","","","","4","","12","44","12","","20","65",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507718","IL19-7063","","subplot","735982","B4I_2025_AL_1242_subplot_2","1","1","1242","7","2","test","","","","","","","","7","","16","44","10","","24","63",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507718","IL19-7063","","subplot","735983","B4I_2025_AL_1242_subplot_3","1","1","1242","7","2","test","","","","","","","","3","","10","38","11","","18","62",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704822","IL23-1628","IL23-1628","plot","733663","B4I_2025_AL_1243","1","1","1243","7","3","test","","733479","NDP170202Y","","119","5","115","5","21","21","50","11","25","25","79",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704822","IL23-1628","IL23-1628","subplot","735678","B4I_2025_AL_1243_subplot_1","1","1","1243","7","3","test","","","","","","","","3","","17","47","17","","20","85",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704822","IL23-1628","IL23-1628","subplot","735679","B4I_2025_AL_1243_subplot_2","1","1","1243","7","3","test","","","","","","","","6","","20","49","11","","25","84",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704822","IL23-1628","IL23-1628","subplot","735680","B4I_2025_AL_1243_subplot_3","1","1","1243","7","3","test","","","","","","","","5","","21","50","11","","25","79",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704626","IL23-1115","IL23-1115","plot","733705","B4I_2025_AL_1244","1","1","1244","7","4","test","","733395","NDP250131Y","","122","0","115","3","16","16","45","11","19","19","74",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704626","IL23-1115","IL23-1115","subplot","736260","B4I_2025_AL_1244_subplot_1","1","1","1244","7","4","test","","","","","","","","5","","17","38","12","","18","79",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704626","IL23-1115","IL23-1115","subplot","736261","B4I_2025_AL_1244_subplot_2","1","1","1244","7","4","test","","","","","","","","3","","17","49","16","","21","69",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704626","IL23-1115","IL23-1115","subplot","736262","B4I_2025_AL_1244_subplot_3","1","1","1244","7","4","test","","","","","","","","3","","16","45","11","","19","74",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704693","IL23-1617","IL23-1617","plot","733768","B4I_2025_AL_1245","1","1","1245","7","5","test","","733414","NDP170273Y","","119","7","115","3","20","20","51","18","23","23","70",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704693","IL23-1617","IL23-1617","subplot","735753","B4I_2025_AL_1245_subplot_1","1","1","1245","7","5","test","","","","","","","","3","","21","40","8","","29","79",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704693","IL23-1617","IL23-1617","subplot","735754","B4I_2025_AL_1245_subplot_2","1","1","1245","7","5","test","","","","","","","","5","","21","42","8","","27","77",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704693","IL23-1617","IL23-1617","subplot","735755","B4I_2025_AL_1245_subplot_3","1","1","1245","7","5","test","","","","","","","","3","","20","51","18","","23","70",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507612","IL19-2033","","plot","733566","B4I_2025_AL_1246","1","1","1246","7","6","test","","733353","NDP150218Y","","122","4","115","2","12","12","40","14","20","20","82",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507612","IL19-2033","","subplot","736491","B4I_2025_AL_1246_subplot_1","1","1","1246","7","6","test","","","","","","","","4","","17","51","12","","23","79",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507612","IL19-2033","","subplot","736492","B4I_2025_AL_1246_subplot_2","1","1","1246","7","6","test","","","","","","","","2","","14","54","13","","22","77",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","507612","IL19-2033","","subplot","736493","B4I_2025_AL_1246_subplot_3","1","1","1246","7","6","test","","","","","","","","2","","12","40","14","","20","82",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","544353","IL22-3958","","plot","733551","B4I_2025_AL_1247","1","1","1247","7","7","test","","733421","NDP250128Y","","122","2","115","5","12","12","42","11","21","21","74",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","544353","IL22-3958","","subplot","735951","B4I_2025_AL_1247_subplot_1","1","1","1247","7","7","test","","","","","","","","3","","13","39","15","","18","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","544353","IL22-3958","","subplot","735952","B4I_2025_AL_1247_subplot_2","1","1","1247","7","7","test","","","","","","","","3","","12","37","12","","22","82",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","544353","IL22-3958","","subplot","735953","B4I_2025_AL_1247_subplot_3","1","1","1247","7","7","test","","","","","","","","5","","12","42","11","","21","74",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704479","IL23-1410","IL23-1410","plot","733614","B4I_2025_AL_1248","1","1","1248","7","8","test","","733326","NDP250081Y","","119","4","115","3","12","12","49","12","16","16","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704479","IL23-1410","IL23-1410","subplot","736218","B4I_2025_AL_1248_subplot_1","1","1","1248","7","8","test","","","","","","","","3","","10","40","16","","24","77",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704479","IL23-1410","IL23-1410","subplot","736219","B4I_2025_AL_1248_subplot_2","1","1","1248","7","8","test","","","","","","","","4","","12","39","12","","22","84",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704479","IL23-1410","IL23-1410","subplot","736220","B4I_2025_AL_1248_subplot_3","1","1","1248","7","8","test","","","","","","","","3","","12","49","12","","16","80",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","705012","IL23-4274","IL23-4274","plot","733881","B4I_2025_AL_1249","1","1","1249","7","9","test","","733418","NDP250082Y","","122","4","115","4","15","15","43","8","23","23","75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","705012","IL23-4274","IL23-4274","subplot","735708","B4I_2025_AL_1249_subplot_1","1","1","1249","7","9","test","","","","","","","","1","","15","52","11","","21","78",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","705012","IL23-4274","IL23-4274","subplot","735709","B4I_2025_AL_1249_subplot_2","1","1","1249","7","9","test","","","","","","","","1","","10","40","13","","15","75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","705012","IL23-4274","IL23-4274","subplot","735710","B4I_2025_AL_1249_subplot_3","1","1","1249","7","9","test","","","","","","","","4","","15","43","8","","23","75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704948","IL23-376","IL23-376","plot","733766","B4I_2025_AL_1250","1","1","1250","7","10","test","","733508","NDP250152Y","","122","3","115","4","16","16","45","10","23","23","65",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704948","IL23-376","IL23-376","subplot","736707","B4I_2025_AL_1250_subplot_1","1","1","1250","7","10","test","","","","","","","","3","","8","48","13","","18","72",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704948","IL23-376","IL23-376","subplot","736708","B4I_2025_AL_1250_subplot_2","1","1","1250","7","10","test","","","","","","","","3","","15","51","7","","21","69",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704948","IL23-376","IL23-376","subplot","736709","B4I_2025_AL_1250_subplot_3","1","1","1250","7","10","test","","","","","","","","4","","16","45","10","","23","65",""
