"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","germplasmEntryNumber","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Above ground dry biomass - g|day 154|COMP:0000067","Above ground dry biomass - g|day 178|COMP:0000068","Above ground dry biomass - g|day 199|COMP:0000069","Above ground dry biomass - g|day 217|COMP:0000070","Grain weight - g|CO_350:0005123","Grain yield - g/m2|CO_350:0000260","Lodging severity - 0-9 Rating|CO_350:0005007","Pea above ground dry biomass - g|day 154|COMP:0000083","Pea above ground dry biomass - g|day 178|COMP:0000084","Pea above ground dry biomass - g|day 199|COMP:0000085","Pea above ground dry biomass - g|day 217|COMP:0000086","Pea grain weight - g|COMP:0000009","Pea grain yield - g/m2|COMP:0000049","Pea plant establishment - plants/ft2|COMP:0000052","Pea plant height - cm|day 151|COMP:0000087","Pea plant height - cm|day 176|COMP:0000088","Pea plant height - cm|day 196|COMP:0000089","Pea plant height - cm|day 214|COMP:0000090","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|day 151|COMP:0000075","Plant height - cm|day 176|COMP:0000076","Plant height - cm|day 196|COMP:0000077","Plant height - cm|day 214|COMP:0000078","Weed above ground dry biomass - g|day 154|COMP:0000079","Weed above ground dry biomass - g|day 178|COMP:0000080","Weed above ground dry biomass - g|day 199|COMP:0000081","Weed above ground dry biomass - g|day 217|COMP:0000082","notes","SpringOatPeaIntercrop_2024_NY_AUSTRIAN FIELD PEAS","SpringOatPeaIntercrop_2024_NY_DS Admiral","SpringOatPeaIntercrop_2024_NY_Frostmaster Peas","SpringOatPeaIntercrop_2024_NY_Icicle Winter Peas","SpringOatPeaIntercrop_2024_NY_Maxum","SpringOatPeaIntercrop_2024_NY_ND Dawn","SpringOatPeaIntercrop_2024_NY_ND Victory","SpringOatPeaIntercrop_2024_NY_NDP140510Y","SpringOatPeaIntercrop_2024_NY_NDP150231Y","SpringOatPeaIntercrop_2024_NY_NDP150412G","SpringOatPeaIntercrop_2024_NY_Organic 4010","SpringOatPeaIntercrop_2024_NY_delta field pea"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","97779","OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678","","subplot","713775","SpringOatPeaIntercrop_2024_NY_196_subplot_1","1","4","196","10","15","test","","","","277.9","","","","","","","0","","","","0","0","0","0","0","21","27","90","103","111","","","73","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","97779","OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678","","subplot","713777","SpringOatPeaIntercrop_2024_NY_196_subplot_2","1","4","196","10","15","test","","","","","","","","","","","","","","","0","0","0","0","0","33","33","97","106","109","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","97779","OGLE","03C0700697,IL 73-2664,IL73-2664,Illinois 73-2664,Ogle,OGLE (ck),RL 1475,TLVA5829,TLVA5908,W87678","","subplot","713779","SpringOatPeaIntercrop_2024_NY_196_subplot_3","1","4","196","10","15","test","","","197.4","","","","","","","0","","","","","0","0","0","0","0","32","28","82","106","108","","42.1","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","85346","HORSEPOWER","Horsepower,SD081936","","plot","711215","SpringOatPeaIntercrop_2024_NY_197","1","4","197","10","14","test","","","","","","237","93","7","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","85346","HORSEPOWER","Horsepower,SD081936","","subplot","713859","SpringOatPeaIntercrop_2024_NY_197_subplot_1","1","4","197","10","14","test","","","370.7","","","","","","","0","","","","","0","0","0","0","0","14","33","85","93","90","","45.6","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","85346","HORSEPOWER","Horsepower,SD081936","","subplot","713861","SpringOatPeaIntercrop_2024_NY_197_subplot_2","1","4","197","10","14","test","","","","","","","","","","","","","","","0","0","0","0","0","26","33","96","98","109","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","85346","HORSEPOWER","Horsepower,SD081936","","subplot","713863","SpringOatPeaIntercrop_2024_NY_197_subplot_3","1","4","197","10","14","test","","","","323.2","","","","","","","0","","","","0","0","0","0","0","15","31","88","96","98","","","119","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","85346","HORSEPOWER","Horsepower,SD081936","","plot","711187","SpringOatPeaIntercrop_2024_NY_198","1","4","198","10","13","test","","","","","","305","94","5","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","85346","HORSEPOWER","Horsepower,SD081936","","subplot","713520","SpringOatPeaIntercrop_2024_NY_198_subplot_1","1","4","198","10","13","test","","","260.7","","","","","","","4.7","","","","","4","8","36","56","54","16","30","87","96","98","","72.2","","","","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","85346","HORSEPOWER","Horsepower,SD081936","","subplot","713522","SpringOatPeaIntercrop_2024_NY_198_subplot_2","1","4","198","10","13","test","","","","","","","","","","","","","","","3","17","57","35","58","23","38","92","104","112","","","","","","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","85346","HORSEPOWER","Horsepower,SD081936","","subplot","713524","SpringOatPeaIntercrop_2024_NY_198_subplot_3","1","4","198","10","13","test","","","","385.1","","","","","","","0","","","","4","13","30","0","38","38","31","93","107","103","","","147.5","","","","","","","","","","","","1","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","plot","711324","SpringOatPeaIntercrop_2024_NY_199","1","4","199","10","12","test","","","","","","400","143","6","","","","","0","0","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","subplot","714335","SpringOatPeaIntercrop_2024_NY_199_subplot_1","1","4","199","10","12","test","","42.1","","","","","","","5.9","","","","","","11","14","80","93","95","27","31","83","100","108","27.3","","","","","1","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","subplot","714337","SpringOatPeaIntercrop_2024_NY_199_subplot_2","1","4","199","10","12","test","","","","","","","","","","","","","","","8","17","44","32","73","33","32","87","102","108","","","","","","1","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","subplot","714339","SpringOatPeaIntercrop_2024_NY_199_subplot_3","1","4","199","10","12","test","","","","231.7","","","","","","","0","","","","0","9","29","40","0","22","24","83","105","105","","","191.8","","","1","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499633","A25","A25","","subplot","714175","SpringOatPeaIntercrop_2024_NY_19_subplot_1","1","1","19","2","2","test","","","149.6","","","","","","","43.4","","","","","14","17","71","72","76","27","33","89","110","110","","144.4","","","","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499633","A25","A25","","subplot","714177","SpringOatPeaIntercrop_2024_NY_19_subplot_2","1","1","19","2","2","test","","","","","","","","","","","","","","","5","20","70","83","84","53","29","107","105","109","","","","","","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499633","A25","A25","","subplot","714179","SpringOatPeaIntercrop_2024_NY_19_subplot_3","1","1","19","2","2","test","","","","","70.3","","","","","","","9.5","","","3","15","66","63","61","20","23","95","101","108","","","","351.8","","","","","","","","","1","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","108381","EXCEL","Excel","","subplot","714086","SpringOatPeaIntercrop_2024_NY_1_subplot_1","1","1","1","1","1","test","","","","175.2","","","","","","","0","","","","0","0","0","0","0","24","24","96","109","113","","","322.6","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","108381","EXCEL","Excel","","subplot","714087","SpringOatPeaIntercrop_2024_NY_1_subplot_2","1","1","1","1","1","test","","","","","","","","","","","","","","","0","0","0","0","0","11","28","94","106","113","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","108381","EXCEL","Excel","","subplot","714088","SpringOatPeaIntercrop_2024_NY_1_subplot_3","1","1","1","1","1","test","","33","","","","","","","0","","","","","","0","0","0","0","0","35","21","91","105","103","6","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","108381","EXCEL","Excel","","plot","711288","SpringOatPeaIntercrop_2024_NY_2","1","1","2","1","2","test","","","","","","236","83","4","","","","","47","16","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499633","A25","A25","","plot","711334","SpringOatPeaIntercrop_2024_NY_20","1","1","20","2","1","test","","","","","","3","2","1","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","plot","711235","SpringOatPeaIntercrop_2024_NY_200","1","4","200","10","11","test","","","","","","295","94","7","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","subplot","714229","SpringOatPeaIntercrop_2024_NY_200_subplot_1","1","4","200","10","11","test","","48.3","","","","","","","0","","","","","","0","0","0","0","0","30","30","90","99","99","22.7","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","subplot","714231","SpringOatPeaIntercrop_2024_NY_200_subplot_2","1","4","200","10","11","test","","","","","","","","","","","","","","","0","0","0","0","0","34","31","92","103","109","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","88062","CORRAL","Corral,CV-378,IL00-7267,IL007267","","subplot","714233","SpringOatPeaIntercrop_2024_NY_200_subplot_3","1","4","200","10","11","test","","","","309.4","","","","","","","0","","","","0","0","0","0","0","19","24","89","107","110","","","164.1","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499633","A25","A25","","subplot","713931","SpringOatPeaIntercrop_2024_NY_20_subplot_1","1","1","20","2","1","test","","","96.53","","","","","","","0","","","","","0","0","0","0","0","17","27","105","108","108","","165.7","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499633","A25","A25","","subplot","713933","SpringOatPeaIntercrop_2024_NY_20_subplot_2","1","1","20","2","1","test","","","","","","","","","","","","","","","0","0","0","0","0","22","28","100","108","110","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","499633","A25","A25","","subplot","713935","SpringOatPeaIntercrop_2024_NY_20_subplot_3","1","1","20","2","1","test","","","","","158.6","","","","","","","0","","","0","0","0","0","0","36","29","100","98","97","","","","128.3","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510804","SD181245","SD181245","","plot","711166","SpringOatPeaIntercrop_2024_NY_21","1","1","21","3","1","check","","","","","","111","42","1","","","","","3","1","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510804","SD181245","SD181245","","subplot","713955","SpringOatPeaIntercrop_2024_NY_21_subplot_1","1","1","21","3","1","check","","","","127.2","","","","","","","0","","","","0","0","0","0","0","12","27","93","120","128","","","322.3","","","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510804","SD181245","SD181245","","subplot","713957","SpringOatPeaIntercrop_2024_NY_21_subplot_2","1","1","21","3","1","check","","","","","","","","","","","","","","","0","0","64","0","78","10","25","96","126","124","","","","","","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510804","SD181245","SD181245","","subplot","713959","SpringOatPeaIntercrop_2024_NY_21_subplot_3","1","1","21","3","1","check","","","302","","","","","","","15.1","","","","","1","0","75","0","0","54","34","108","121","127","","67.3","","","","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510804","SD181245","SD181245","","plot","711205","SpringOatPeaIntercrop_2024_NY_22","1","1","22","3","2","check","","","","","","162","59","2","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510804","SD181245","SD181245","","subplot","714317","SpringOatPeaIntercrop_2024_NY_22_subplot_1","1","1","22","3","2","check","","","","224.1","","","","","","","0","","","","0","0","0","0","0","23","26","92","125","127","","","243.4","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510804","SD181245","SD181245","","subplot","714319","SpringOatPeaIntercrop_2024_NY_22_subplot_2","1","1","22","3","2","check","","","","","","","","","","","","","","","0","0","0","0","0","27","28","91","125","128","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","510804","SD181245","SD181245","","subplot","714321","SpringOatPeaIntercrop_2024_NY_22_subplot_3","1","1","22","3","2","check","","","186.7","","","","","","","0","","","","","0","0","0","0","0","27","31","99","123","124","","132.7","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","87885","HAYDEN","","","plot","711340","SpringOatPeaIntercrop_2024_NY_23","1","1","23","3","3","test","","","","","","292","106","6","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","87885","HAYDEN","","","subplot","713577","SpringOatPeaIntercrop_2024_NY_23_subplot_1","1","1","23","3","3","test","","","","232.1","","","","","","","0","","","","0","0","0","0","0","18","26","88","111","108","","","206","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","87885","HAYDEN","","","subplot","713579","SpringOatPeaIntercrop_2024_NY_23_subplot_2","1","1","23","3","3","test","","","","","","","","","","","","","","","0","0","0","0","0","29","24","88","106","104","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","87885","HAYDEN","","","subplot","713581","SpringOatPeaIntercrop_2024_NY_23_subplot_3","1","1","23","3","3","test","","","177.8","","","","","","","4.2","","","","","0","0","0","0","0","23","25","93","110","111","","100.6","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","87885","HAYDEN","","","plot","711218","SpringOatPeaIntercrop_2024_NY_24","1","1","24","3","4","test","","","","","","361","138","3","","","","","4","2","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","87885","HAYDEN","","","subplot","714029","SpringOatPeaIntercrop_2024_NY_24_subplot_1","1","1","24","3","4","test","","","","254.3","","","","","","","2","","","","1","9","51","78","68","19","24","88","105","112","","","182.2","","","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","87885","HAYDEN","","","subplot","714030","SpringOatPeaIntercrop_2024_NY_24_subplot_2","1","1","24","3","4","test","","","","","","","","","","","","","","","3","12","51","77","72","52","23","96","109","109","","","","","","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","87885","HAYDEN","","","subplot","714031","SpringOatPeaIntercrop_2024_NY_24_subplot_3","1","1","24","3","4","test","","","176.9","","","","","","","4.1","","","","","0","9","63","60","39","22","21","86","107","112","","123.6","","","","","","","1","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","97939","SABER","CV-377,IL02-8658","","plot","711305","SpringOatPeaIntercrop_2024_NY_25","1","1","25","3","5","test","","","","","","134","53","0","","","","","9","3","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","97939","SABER","CV-377,IL02-8658","","subplot","714116","SpringOatPeaIntercrop_2024_NY_25_subplot_1","1","1","25","3","5","test","","","160.5","","","","","","","25.5","","","","","4","11","65","61","53","8","24","83","96","96","","105.9","","","","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","97939","SABER","CV-377,IL02-8658","","subplot","714117","SpringOatPeaIntercrop_2024_NY_25_subplot_2","1","1","25","3","5","test","","","","","","","","","","","","","","","2","12","43","65","50","27","23","93","95","95","","","","","","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","97939","SABER","CV-377,IL02-8658","","subplot","714118","SpringOatPeaIntercrop_2024_NY_25_subplot_3","1","1","25","3","5","test","","","","178.9","","","","","","","48.6","","","","12","18","72","71","71","38","28","92","96","105","","","206.2","","","","1","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","97939","SABER","CV-377,IL02-8658","","plot","711346","SpringOatPeaIntercrop_2024_NY_26","1","1","26","3","6","test","","","","","","160","64","3","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6669","SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented","1.26","","","","","2024-May-03","2024-August-12","82","Ithaca, NY","97939","SABER","CV-377,IL02-8658","","subplot","713769","SpringOatPeaIntercrop_2024_NY_26_subplot_1","1","1","26","3","6","test","","","276.2","","","","","","","0","","","","","0","0","0","0","0","30","22","90","92","94","","80.1","","","","","","","","","","","","","","",""
