subplot_name,subplot_id,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,subplot_number,Plant Height (Text),Pea Plant Height (Text)
SpringOatPeaIntercrop_2024_NY_126_subplot_1,714294,SpringOatPeaIntercrop_2024_NY_126,NATTY,126,3,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_126_subplot_2,714296,SpringOatPeaIntercrop_2024_NY_126,NATTY,126,3,,1,,,2,26,0
SpringOatPeaIntercrop_2024_NY_126_subplot_3,714297,SpringOatPeaIntercrop_2024_NY_126,NATTY,126,3,,1,,,3,23,0
SpringOatPeaIntercrop_2024_NY_127_subplot_1,714359,SpringOatPeaIntercrop_2024_NY_127,NEWBURG,127,3,,1,,,1,22,0
SpringOatPeaIntercrop_2024_NY_127_subplot_2,714361,SpringOatPeaIntercrop_2024_NY_127,NEWBURG,127,3,,1,,,2,24,0
SpringOatPeaIntercrop_2024_NY_127_subplot_3,714363,SpringOatPeaIntercrop_2024_NY_127,NEWBURG,127,3,,1,,,3,24,0
SpringOatPeaIntercrop_2024_NY_128_subplot_1,714056,SpringOatPeaIntercrop_2024_NY_128,NEWBURG,128,3,,1,,,1,24,7
SpringOatPeaIntercrop_2024_NY_128_subplot_2,714057,SpringOatPeaIntercrop_2024_NY_128,NEWBURG,128,3,,1,,,2,29,11
SpringOatPeaIntercrop_2024_NY_128_subplot_3,714058,SpringOatPeaIntercrop_2024_NY_128,NEWBURG,128,3,,1,,,3,22,11
SpringOatPeaIntercrop_2024_NY_129_subplot_1,713853,SpringOatPeaIntercrop_2024_NY_129,SD181377,129,3,,1,,,1,21,19
SpringOatPeaIntercrop_2024_NY_129_subplot_2,713855,SpringOatPeaIntercrop_2024_NY_129,SD181377,129,3,,1,,,2,24,16
SpringOatPeaIntercrop_2024_NY_129_subplot_3,713857,SpringOatPeaIntercrop_2024_NY_129,SD181377,129,3,,1,,,3,23,15
SpringOatPeaIntercrop_2024_NY_130_subplot_1,713640,SpringOatPeaIntercrop_2024_NY_130,SD181377,130,3,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_130_subplot_2,713642,SpringOatPeaIntercrop_2024_NY_130,SD181377,130,3,,1,,,2,25,0
SpringOatPeaIntercrop_2024_NY_130_subplot_3,713644,SpringOatPeaIntercrop_2024_NY_130,SD181377,130,3,,1,,,3,21,0
SpringOatPeaIntercrop_2024_NY_131_subplot_1,714549,SpringOatPeaIntercrop_2024_NY_131,MN18038X_008,131,3,1,1,,,1,27,0
SpringOatPeaIntercrop_2024_NY_131_subplot_2,714551,SpringOatPeaIntercrop_2024_NY_131,MN18038X_008,131,3,1,1,,,2,25,0
SpringOatPeaIntercrop_2024_NY_131_subplot_3,714553,SpringOatPeaIntercrop_2024_NY_131,MN18038X_008,131,3,1,1,,,3,21,0
SpringOatPeaIntercrop_2024_NY_132_subplot_1,714276,SpringOatPeaIntercrop_2024_NY_132,MN18038X_008,132,3,1,1,,,1,22,18
SpringOatPeaIntercrop_2024_NY_132_subplot_2,714278,SpringOatPeaIntercrop_2024_NY_132,MN18038X_008,132,3,1,1,,,2,22,14
SpringOatPeaIntercrop_2024_NY_132_subplot_3,714280,SpringOatPeaIntercrop_2024_NY_132,MN18038X_008,132,3,1,1,,,3,24,18
SpringOatPeaIntercrop_2024_NY_133_subplot_1,713620,SpringOatPeaIntercrop_2024_NY_133,WI_X10642-3,133,3,,1,,,1,25,18
SpringOatPeaIntercrop_2024_NY_133_subplot_2,713623,SpringOatPeaIntercrop_2024_NY_133,WI_X10642-3,133,3,,1,,,2,29,19
SpringOatPeaIntercrop_2024_NY_133_subplot_3,713625,SpringOatPeaIntercrop_2024_NY_133,WI_X10642-3,133,3,,1,,,3,24,16
SpringOatPeaIntercrop_2024_NY_134_subplot_1,714235,SpringOatPeaIntercrop_2024_NY_134,WI_X10642-3,134,3,,1,,,1,21,0
SpringOatPeaIntercrop_2024_NY_134_subplot_2,714237,SpringOatPeaIntercrop_2024_NY_134,WI_X10642-3,134,3,,1,,,2,30,0
SpringOatPeaIntercrop_2024_NY_134_subplot_3,714239,SpringOatPeaIntercrop_2024_NY_134,WI_X10642-3,134,3,,1,,,3,29,0
SpringOatPeaIntercrop_2024_NY_135_subplot_1,713817,SpringOatPeaIntercrop_2024_NY_135,A25,135,3,,1,,,1,25,18
SpringOatPeaIntercrop_2024_NY_135_subplot_2,713819,SpringOatPeaIntercrop_2024_NY_135,A25,135,3,,1,,,2,28,11
SpringOatPeaIntercrop_2024_NY_135_subplot_3,713821,SpringOatPeaIntercrop_2024_NY_135,A25,135,3,,1,,,3,23,15
SpringOatPeaIntercrop_2024_NY_136_subplot_1,713596,SpringOatPeaIntercrop_2024_NY_136,A25,136,3,,1,,,1,22,0
SpringOatPeaIntercrop_2024_NY_136_subplot_2,713598,SpringOatPeaIntercrop_2024_NY_136,A25,136,3,,1,,,2,24,0
SpringOatPeaIntercrop_2024_NY_136_subplot_3,713600,SpringOatPeaIntercrop_2024_NY_136,A25,136,3,,1,,,3,22,0
SpringOatPeaIntercrop_2024_NY_137_subplot_1,713532,SpringOatPeaIntercrop_2024_NY_137,WARRIOR,137,3,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_137_subplot_2,713534,SpringOatPeaIntercrop_2024_NY_137,WARRIOR,137,3,,1,,,2,22,0
SpringOatPeaIntercrop_2024_NY_137_subplot_3,713536,SpringOatPeaIntercrop_2024_NY_137,WARRIOR,137,3,,1,,,3,20,0
SpringOatPeaIntercrop_2024_NY_138_subplot_1,713877,SpringOatPeaIntercrop_2024_NY_138,WARRIOR,138,3,,1,,,1,19,13
SpringOatPeaIntercrop_2024_NY_138_subplot_2,713879,SpringOatPeaIntercrop_2024_NY_138,WARRIOR,138,3,,1,,,2,22,14
SpringOatPeaIntercrop_2024_NY_138_subplot_3,713881,SpringOatPeaIntercrop_2024_NY_138,WARRIOR,138,3,,1,,,3,26,13
SpringOatPeaIntercrop_2024_NY_139_subplot_1,714059,SpringOatPeaIntercrop_2024_NY_139,WI_X10680-3,139,3,,1,,,1,27,0
SpringOatPeaIntercrop_2024_NY_139_subplot_2,714060,SpringOatPeaIntercrop_2024_NY_139,WI_X10680-3,139,3,,1,,,2,24,0
SpringOatPeaIntercrop_2024_NY_139_subplot_3,714061,SpringOatPeaIntercrop_2024_NY_139,WI_X10680-3,139,3,,1,,,3,22,0
SpringOatPeaIntercrop_2024_NY_140_subplot_1,713835,SpringOatPeaIntercrop_2024_NY_140,WI_X10680-3,140,3,,1,,,1,22,14
SpringOatPeaIntercrop_2024_NY_140_subplot_2,713837,SpringOatPeaIntercrop_2024_NY_140,WI_X10680-3,140,3,,1,,,2,27,15
SpringOatPeaIntercrop_2024_NY_140_subplot_3,713839,SpringOatPeaIntercrop_2024_NY_140,WI_X10680-3,140,3,,1,,,3,23,14
SpringOatPeaIntercrop_2024_NY_141_subplot_1,714110,SpringOatPeaIntercrop_2024_NY_141,SD181237,141,3,,1,,,1,20,19
SpringOatPeaIntercrop_2024_NY_141_subplot_2,714111,SpringOatPeaIntercrop_2024_NY_141,SD181237,141,3,,1,,,2,27,16
SpringOatPeaIntercrop_2024_NY_141_subplot_3,714112,SpringOatPeaIntercrop_2024_NY_141,SD181237,141,3,,1,,,3,28,16
SpringOatPeaIntercrop_2024_NY_142_subplot_1,714193,SpringOatPeaIntercrop_2024_NY_142,SD181237,142,3,,1,,,1,29,0
SpringOatPeaIntercrop_2024_NY_142_subplot_2,714195,SpringOatPeaIntercrop_2024_NY_142,SD181237,142,3,,1,,,2,27,0
SpringOatPeaIntercrop_2024_NY_142_subplot_3,714197,SpringOatPeaIntercrop_2024_NY_142,SD181237,142,3,,1,,,3,18,0
SpringOatPeaIntercrop_2024_NY_143_subplot_1,713743,SpringOatPeaIntercrop_2024_NY_143,ESKER,143,3,,1,,,1,28,0
SpringOatPeaIntercrop_2024_NY_143_subplot_2,713745,SpringOatPeaIntercrop_2024_NY_143,ESKER,143,3,,1,,,2,25,0
SpringOatPeaIntercrop_2024_NY_143_subplot_3,713748,SpringOatPeaIntercrop_2024_NY_143,ESKER,143,3,,1,,,3,20,0
SpringOatPeaIntercrop_2024_NY_144_subplot_1,714408,SpringOatPeaIntercrop_2024_NY_144,ESKER,144,3,,1,,,1,28,18
SpringOatPeaIntercrop_2024_NY_144_subplot_2,714410,SpringOatPeaIntercrop_2024_NY_144,ESKER,144,3,,1,,,2,26,19
SpringOatPeaIntercrop_2024_NY_144_subplot_3,714412,SpringOatPeaIntercrop_2024_NY_144,ESKER,144,3,,1,,,3,22,15
SpringOatPeaIntercrop_2024_NY_145_subplot_1,713633,SpringOatPeaIntercrop_2024_NY_145,BUCKSKIN,145,3,,1,,,1,22,14
SpringOatPeaIntercrop_2024_NY_145_subplot_2,713635,SpringOatPeaIntercrop_2024_NY_145,BUCKSKIN,145,3,,1,,,2,25,14
SpringOatPeaIntercrop_2024_NY_145_subplot_3,713638,SpringOatPeaIntercrop_2024_NY_145,BUCKSKIN,145,3,,1,,,3,25,17
SpringOatPeaIntercrop_2024_NY_146_subplot_1,714014,SpringOatPeaIntercrop_2024_NY_146,BUCKSKIN,146,3,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_146_subplot_2,714016,SpringOatPeaIntercrop_2024_NY_146,BUCKSKIN,146,3,,1,,,2,27,0
SpringOatPeaIntercrop_2024_NY_146_subplot_3,714017,SpringOatPeaIntercrop_2024_NY_146,BUCKSKIN,146,3,,1,,,3,22,0
SpringOatPeaIntercrop_2024_NY_147_subplot_1,713895,SpringOatPeaIntercrop_2024_NY_147,A10,147,3,,1,,,1,17,0
SpringOatPeaIntercrop_2024_NY_147_subplot_2,713897,SpringOatPeaIntercrop_2024_NY_147,A10,147,3,,1,,,2,16,0
SpringOatPeaIntercrop_2024_NY_147_subplot_3,713899,SpringOatPeaIntercrop_2024_NY_147,A10,147,3,,1,,,3,15,0
SpringOatPeaIntercrop_2024_NY_148_subplot_1,713730,SpringOatPeaIntercrop_2024_NY_148,A10,148,3,,1,,,1,19,14
SpringOatPeaIntercrop_2024_NY_148_subplot_2,713733,SpringOatPeaIntercrop_2024_NY_148,A10,148,3,,1,,,2,21,20
SpringOatPeaIntercrop_2024_NY_148_subplot_3,713735,SpringOatPeaIntercrop_2024_NY_148,A10,148,3,,1,,,3,19,18
SpringOatPeaIntercrop_2024_NY_149_subplot_1,714484,SpringOatPeaIntercrop_2024_NY_149,SD190992,149,3,,1,,,1,22,0
SpringOatPeaIntercrop_2024_NY_149_subplot_2,714486,SpringOatPeaIntercrop_2024_NY_149,SD190992,149,3,,1,,,2,21,0
SpringOatPeaIntercrop_2024_NY_149_subplot_3,714488,SpringOatPeaIntercrop_2024_NY_149,SD190992,149,3,,1,,,3,24,0
SpringOatPeaIntercrop_2024_NY_150_subplot_1,714080,SpringOatPeaIntercrop_2024_NY_150,SD190992,150,3,,1,,,1,24,13
SpringOatPeaIntercrop_2024_NY_150_subplot_2,714081,SpringOatPeaIntercrop_2024_NY_150,SD190992,150,3,,1,,,2,26,17
SpringOatPeaIntercrop_2024_NY_150_subplot_3,714082,SpringOatPeaIntercrop_2024_NY_150,SD190992,150,3,,1,,,3,17,9
SpringOatPeaIntercrop_2024_NY_151_subplot_1,713763,SpringOatPeaIntercrop_2024_NY_151,MN18015X_004,151,4,,1,,,1,26,
SpringOatPeaIntercrop_2024_NY_151_subplot_2,713765,SpringOatPeaIntercrop_2024_NY_151,MN18015X_004,151,4,,1,,,2,25,0
SpringOatPeaIntercrop_2024_NY_151_subplot_3,713767,SpringOatPeaIntercrop_2024_NY_151,MN18015X_004,151,4,,1,,,3,24,0
SpringOatPeaIntercrop_2024_NY_152_subplot_1,713949,SpringOatPeaIntercrop_2024_NY_152,MN18015X_004,152,4,,1,,,1,28,12
SpringOatPeaIntercrop_2024_NY_152_subplot_2,713951,SpringOatPeaIntercrop_2024_NY_152,MN18015X_004,152,4,,1,,,2,26,9
SpringOatPeaIntercrop_2024_NY_152_subplot_3,713953,SpringOatPeaIntercrop_2024_NY_152,MN18015X_004,152,4,,1,,,3,22,10
SpringOatPeaIntercrop_2024_NY_153_subplot_1,714104,SpringOatPeaIntercrop_2024_NY_153,IL17-7339,153,4,,1,,,1,23,11
SpringOatPeaIntercrop_2024_NY_153_subplot_2,714105,SpringOatPeaIntercrop_2024_NY_153,IL17-7339,153,4,,1,,,2,24,9
SpringOatPeaIntercrop_2024_NY_153_subplot_3,714106,SpringOatPeaIntercrop_2024_NY_153,IL17-7339,153,4,,1,,,3,20,14
SpringOatPeaIntercrop_2024_NY_154_subplot_1,713526,SpringOatPeaIntercrop_2024_NY_154,IL17-7339,154,4,,1,,,1,27,0
SpringOatPeaIntercrop_2024_NY_154_subplot_2,713528,SpringOatPeaIntercrop_2024_NY_154,IL17-7339,154,4,,1,,,2,30,0
SpringOatPeaIntercrop_2024_NY_154_subplot_3,713530,SpringOatPeaIntercrop_2024_NY_154,IL17-7339,154,4,,1,,,3,27,0
SpringOatPeaIntercrop_2024_NY_155_subplot_1,714513,SpringOatPeaIntercrop_2024_NY_155,LEGGETT,155,4,,1,,,1,24,0
SpringOatPeaIntercrop_2024_NY_155_subplot_2,714515,SpringOatPeaIntercrop_2024_NY_155,LEGGETT,155,4,,1,,,2,22,0
SpringOatPeaIntercrop_2024_NY_155_subplot_3,714517,SpringOatPeaIntercrop_2024_NY_155,LEGGETT,155,4,,1,,,3,25,0
SpringOatPeaIntercrop_2024_NY_156_subplot_1,714134,SpringOatPeaIntercrop_2024_NY_156,LEGGETT,156,4,,1,,,1,22,11
SpringOatPeaIntercrop_2024_NY_156_subplot_2,714136,SpringOatPeaIntercrop_2024_NY_156,LEGGETT,156,4,,1,,,2,31,17
SpringOatPeaIntercrop_2024_NY_156_subplot_3,714138,SpringOatPeaIntercrop_2024_NY_156,LEGGETT,156,4,,1,,,3,26,10
SpringOatPeaIntercrop_2024_NY_157_subplot_1,714223,SpringOatPeaIntercrop_2024_NY_157,A11,157,4,,1,,,1,15,10
SpringOatPeaIntercrop_2024_NY_157_subplot_2,714225,SpringOatPeaIntercrop_2024_NY_157,A11,157,4,,1,,,2,21,0
SpringOatPeaIntercrop_2024_NY_157_subplot_3,714227,SpringOatPeaIntercrop_2024_NY_157,A11,157,4,,1,,,3,24,0
SpringOatPeaIntercrop_2024_NY_158_subplot_1,714437,SpringOatPeaIntercrop_2024_NY_158,A11,158,4,,1,,,1,24,12
SpringOatPeaIntercrop_2024_NY_158_subplot_2,714439,SpringOatPeaIntercrop_2024_NY_158,A11,158,4,,1,,,2,23,10
SpringOatPeaIntercrop_2024_NY_158_subplot_3,714441,SpringOatPeaIntercrop_2024_NY_158,A11,158,4,,1,,,3,24,11
SpringOatPeaIntercrop_2024_NY_159_subplot_1,713717,SpringOatPeaIntercrop_2024_NY_159,GOPHER,159,4,,1,,,1,24,10
SpringOatPeaIntercrop_2024_NY_159_subplot_2,713720,SpringOatPeaIntercrop_2024_NY_159,GOPHER,159,4,,1,,,2,28,10
SpringOatPeaIntercrop_2024_NY_159_subplot_3,713722,SpringOatPeaIntercrop_2024_NY_159,GOPHER,159,4,,1,,,3,22,10
SpringOatPeaIntercrop_2024_NY_160_subplot_1,713943,SpringOatPeaIntercrop_2024_NY_160,GOPHER,160,4,,1,,,1,26,0
SpringOatPeaIntercrop_2024_NY_160_subplot_2,713945,SpringOatPeaIntercrop_2024_NY_160,GOPHER,160,4,,1,,,2,27,0
SpringOatPeaIntercrop_2024_NY_160_subplot_3,713947,SpringOatPeaIntercrop_2024_NY_160,GOPHER,160,4,,1,,,3,26,0
SpringOatPeaIntercrop_2024_NY_161_subplot_1,714128,SpringOatPeaIntercrop_2024_NY_161,RUSHMORE,161,4,,1,,,1,26,15
SpringOatPeaIntercrop_2024_NY_161_subplot_2,714129,SpringOatPeaIntercrop_2024_NY_161,RUSHMORE,161,4,,1,,,2,35,16
SpringOatPeaIntercrop_2024_NY_161_subplot_3,714130,SpringOatPeaIntercrop_2024_NY_161,RUSHMORE,161,4,,1,,,3,33,18
SpringOatPeaIntercrop_2024_NY_162_subplot_1,714071,SpringOatPeaIntercrop_2024_NY_162,RUSHMORE,162,4,,1,,,1,26,0
SpringOatPeaIntercrop_2024_NY_162_subplot_2,714072,SpringOatPeaIntercrop_2024_NY_162,RUSHMORE,162,4,,1,,,2,29,0
SpringOatPeaIntercrop_2024_NY_162_subplot_3,714073,SpringOatPeaIntercrop_2024_NY_162,RUSHMORE,162,4,,1,,,3,25,0
SpringOatPeaIntercrop_2024_NY_163_subplot_1,714032,SpringOatPeaIntercrop_2024_NY_163,IL17-1253,163,4,1,1,,,1,21,15
SpringOatPeaIntercrop_2024_NY_163_subplot_2,714033,SpringOatPeaIntercrop_2024_NY_163,IL17-1253,163,4,1,1,,,2,30,13
SpringOatPeaIntercrop_2024_NY_163_subplot_3,714034,SpringOatPeaIntercrop_2024_NY_163,IL17-1253,163,4,1,1,,,3,27,16
SpringOatPeaIntercrop_2024_NY_164_subplot_1,714449,SpringOatPeaIntercrop_2024_NY_164,IL17-1253,164,4,1,1,,,1,29,0
SpringOatPeaIntercrop_2024_NY_164_subplot_2,714451,SpringOatPeaIntercrop_2024_NY_164,IL17-1253,164,4,1,1,,,2,33,0
SpringOatPeaIntercrop_2024_NY_164_subplot_3,714453,SpringOatPeaIntercrop_2024_NY_164,IL17-1253,164,4,1,1,,,3,26,0
SpringOatPeaIntercrop_2024_NY_165_subplot_1,713570,SpringOatPeaIntercrop_2024_NY_165,REINS,165,4,,1,,,1,22,12
SpringOatPeaIntercrop_2024_NY_165_subplot_2,713572,SpringOatPeaIntercrop_2024_NY_165,REINS,165,4,,1,,,2,26,14
SpringOatPeaIntercrop_2024_NY_165_subplot_3,713574,SpringOatPeaIntercrop_2024_NY_165,REINS,165,4,,1,,,3,25,15
SpringOatPeaIntercrop_2024_NY_166_subplot_1,713793,SpringOatPeaIntercrop_2024_NY_166,REINS,166,4,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_166_subplot_2,713795,SpringOatPeaIntercrop_2024_NY_166,REINS,166,4,,1,,,2,30,0
SpringOatPeaIntercrop_2024_NY_166_subplot_3,713797,SpringOatPeaIntercrop_2024_NY_166,REINS,166,4,,1,,,3,22,0
SpringOatPeaIntercrop_2024_NY_167_subplot_1,713883,SpringOatPeaIntercrop_2024_NY_167,SD181245,167,4,,1,,,1,28,0
SpringOatPeaIntercrop_2024_NY_167_subplot_2,713885,SpringOatPeaIntercrop_2024_NY_167,SD181245,167,4,,1,,,2,27,0
SpringOatPeaIntercrop_2024_NY_167_subplot_3,713887,SpringOatPeaIntercrop_2024_NY_167,SD181245,167,4,,1,,,3,22,0
SpringOatPeaIntercrop_2024_NY_168_subplot_1,713497,SpringOatPeaIntercrop_2024_NY_168,SD181245,168,4,,1,,,1,29,15
SpringOatPeaIntercrop_2024_NY_168_subplot_2,713499,SpringOatPeaIntercrop_2024_NY_168,SD181245,168,4,,1,,,2,26,14
SpringOatPeaIntercrop_2024_NY_168_subplot_3,713501,SpringOatPeaIntercrop_2024_NY_168,SD181245,168,4,,1,,,3,25,15
SpringOatPeaIntercrop_2024_NY_169_subplot_1,714384,SpringOatPeaIntercrop_2024_NY_169,IL17-7334,169,4,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_169_subplot_2,714386,SpringOatPeaIntercrop_2024_NY_169,IL17-7334,169,4,,1,,,2,28,0
SpringOatPeaIntercrop_2024_NY_169_subplot_3,714388,SpringOatPeaIntercrop_2024_NY_169,IL17-7334,169,4,,1,,,3,29,0
SpringOatPeaIntercrop_2024_NY_170_subplot_1,713509,SpringOatPeaIntercrop_2024_NY_170,IL17-7334,170,4,,1,,,1,30,13
SpringOatPeaIntercrop_2024_NY_170_subplot_2,713511,SpringOatPeaIntercrop_2024_NY_170,IL17-7334,170,4,,1,,,2,34,12
SpringOatPeaIntercrop_2024_NY_170_subplot_3,713513,SpringOatPeaIntercrop_2024_NY_170,IL17-7334,170,4,,1,,,3,24,12
SpringOatPeaIntercrop_2024_NY_171_subplot_1,714353,SpringOatPeaIntercrop_2024_NY_171,IL15-5752,171,4,,1,,,1,23,11
SpringOatPeaIntercrop_2024_NY_171_subplot_2,714355,SpringOatPeaIntercrop_2024_NY_171,IL15-5752,171,4,,1,,,2,29,12
SpringOatPeaIntercrop_2024_NY_171_subplot_3,714357,SpringOatPeaIntercrop_2024_NY_171,IL15-5752,171,4,,1,,,3,22,11
SpringOatPeaIntercrop_2024_NY_172_subplot_1,714420,SpringOatPeaIntercrop_2024_NY_172,IL15-5752,172,4,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_172_subplot_2,714421,SpringOatPeaIntercrop_2024_NY_172,IL15-5752,172,4,,1,,,2,25,0
SpringOatPeaIntercrop_2024_NY_172_subplot_3,714423,SpringOatPeaIntercrop_2024_NY_172,IL15-5752,172,4,,1,,,3,26,0
SpringOatPeaIntercrop_2024_NY_173_subplot_1,713551,SpringOatPeaIntercrop_2024_NY_173,IL17-1253,173,4,,1,,,1,28,0
SpringOatPeaIntercrop_2024_NY_173_subplot_2,713553,SpringOatPeaIntercrop_2024_NY_173,IL17-1253,173,4,,1,,,2,29,0
SpringOatPeaIntercrop_2024_NY_173_subplot_3,713555,SpringOatPeaIntercrop_2024_NY_173,IL17-1253,173,4,,1,,,3,21,0
SpringOatPeaIntercrop_2024_NY_174_subplot_1,714089,SpringOatPeaIntercrop_2024_NY_174,IL17-1253,174,4,,1,,,1,23,9
SpringOatPeaIntercrop_2024_NY_174_subplot_2,714090,SpringOatPeaIntercrop_2024_NY_174,IL17-1253,174,4,,1,,,2,27,20
SpringOatPeaIntercrop_2024_NY_174_subplot_3,714091,SpringOatPeaIntercrop_2024_NY_174,IL17-1253,174,4,,1,,,3,24,20
SpringOatPeaIntercrop_2024_NY_175_subplot_1,713901,SpringOatPeaIntercrop_2024_NY_175,MN18038X_008,175,4,,1,,,1,24,15
SpringOatPeaIntercrop_2024_NY_175_subplot_2,713903,SpringOatPeaIntercrop_2024_NY_175,MN18038X_008,175,4,,1,,,2,28,13
SpringOatPeaIntercrop_2024_NY_175_subplot_3,713905,SpringOatPeaIntercrop_2024_NY_175,MN18038X_008,175,4,,1,,,3,21,8
SpringOatPeaIntercrop_2024_NY_176_subplot_1,713704,SpringOatPeaIntercrop_2024_NY_176,MN18038X_008,176,4,,1,,,1,25,0
SpringOatPeaIntercrop_2024_NY_176_subplot_2,713707,SpringOatPeaIntercrop_2024_NY_176,MN18038X_008,176,4,,1,,,2,28,0
SpringOatPeaIntercrop_2024_NY_176_subplot_3,713709,SpringOatPeaIntercrop_2024_NY_176,MN18038X_008,176,4,,1,,,3,29,0
SpringOatPeaIntercrop_2024_NY_177_subplot_1,713659,SpringOatPeaIntercrop_2024_NY_177,SD190850,177,4,,1,,,1,28,6
SpringOatPeaIntercrop_2024_NY_177_subplot_2,713661,SpringOatPeaIntercrop_2024_NY_177,SD190850,177,4,,1,,,2,28,3
SpringOatPeaIntercrop_2024_NY_177_subplot_3,713663,SpringOatPeaIntercrop_2024_NY_177,SD190850,177,4,,1,,,3,22,4
SpringOatPeaIntercrop_2024_NY_178_subplot_1,713967,SpringOatPeaIntercrop_2024_NY_178,SD190850,178,4,,1,,,1,22,0
SpringOatPeaIntercrop_2024_NY_178_subplot_2,713969,SpringOatPeaIntercrop_2024_NY_178,SD190850,178,4,,1,,,2,25,0
SpringOatPeaIntercrop_2024_NY_178_subplot_3,713971,SpringOatPeaIntercrop_2024_NY_178,SD190850,178,4,,1,,,3,32,0
SpringOatPeaIntercrop_2024_NY_179_subplot_1,714169,SpringOatPeaIntercrop_2024_NY_179,SD190992,179,4,,1,,,1,28,0
SpringOatPeaIntercrop_2024_NY_179_subplot_2,714171,SpringOatPeaIntercrop_2024_NY_179,SD190992,179,4,,1,,,2,33,0
SpringOatPeaIntercrop_2024_NY_179_subplot_3,714173,SpringOatPeaIntercrop_2024_NY_179,SD190992,179,4,,1,,,3,20,0
SpringOatPeaIntercrop_2024_NY_180_subplot_1,714425,SpringOatPeaIntercrop_2024_NY_180,SD190992,180,4,,1,,,1,24,8
SpringOatPeaIntercrop_2024_NY_180_subplot_2,714427,SpringOatPeaIntercrop_2024_NY_180,SD190992,180,4,,1,,,2,31,17
SpringOatPeaIntercrop_2024_NY_180_subplot_3,714429,SpringOatPeaIntercrop_2024_NY_180,SD190992,180,4,,1,,,3,26,19
SpringOatPeaIntercrop_2024_NY_181_subplot_1,713698,SpringOatPeaIntercrop_2024_NY_181,BAKER,181,4,,1,,,1,22,0
SpringOatPeaIntercrop_2024_NY_181_subplot_2,713700,SpringOatPeaIntercrop_2024_NY_181,BAKER,181,4,,1,,,2,27,0
SpringOatPeaIntercrop_2024_NY_181_subplot_3,713702,SpringOatPeaIntercrop_2024_NY_181,BAKER,181,4,,1,,,3,30,0
SpringOatPeaIntercrop_2024_NY_182_subplot_1,713515,SpringOatPeaIntercrop_2024_NY_182,BAKER,182,4,,1,,,1,32,11
SpringOatPeaIntercrop_2024_NY_182_subplot_2,713517,SpringOatPeaIntercrop_2024_NY_182,BAKER,182,4,,1,,,2,32,14
SpringOatPeaIntercrop_2024_NY_182_subplot_3,713519,SpringOatPeaIntercrop_2024_NY_182,BAKER,182,4,,1,,,3,29,6
SpringOatPeaIntercrop_2024_NY_183_subplot_1,714490,SpringOatPeaIntercrop_2024_NY_183,HAYDEN,183,4,,1,,,1,30,15
SpringOatPeaIntercrop_2024_NY_183_subplot_2,714492,SpringOatPeaIntercrop_2024_NY_183,HAYDEN,183,4,,1,,,2,31,13
SpringOatPeaIntercrop_2024_NY_183_subplot_3,714494,SpringOatPeaIntercrop_2024_NY_183,HAYDEN,183,4,,1,,,3,30,15
SpringOatPeaIntercrop_2024_NY_184_subplot_1,713990,SpringOatPeaIntercrop_2024_NY_184,HAYDEN,184,4,,1,,,1,28,0
SpringOatPeaIntercrop_2024_NY_184_subplot_2,713992,SpringOatPeaIntercrop_2024_NY_184,HAYDEN,184,4,,1,,,2,28,0
SpringOatPeaIntercrop_2024_NY_184_subplot_3,713994,SpringOatPeaIntercrop_2024_NY_184,HAYDEN,184,4,,1,,,3,21,0
SpringOatPeaIntercrop_2024_NY_185_subplot_1,714038,SpringOatPeaIntercrop_2024_NY_185,IL17-5238,185,4,,1,,,1,27,15
SpringOatPeaIntercrop_2024_NY_185_subplot_2,714039,SpringOatPeaIntercrop_2024_NY_185,IL17-5238,185,4,,1,,,2,31,17
SpringOatPeaIntercrop_2024_NY_185_subplot_3,714040,SpringOatPeaIntercrop_2024_NY_185,IL17-5238,185,4,,1,,,3,29,16
SpringOatPeaIntercrop_2024_NY_186_subplot_1,714390,SpringOatPeaIntercrop_2024_NY_186,IL17-5238,186,4,,1,,,1,24,
SpringOatPeaIntercrop_2024_NY_186_subplot_2,714392,SpringOatPeaIntercrop_2024_NY_186,IL17-5238,186,4,,1,,,2,31,0
SpringOatPeaIntercrop_2024_NY_186_subplot_3,714394,SpringOatPeaIntercrop_2024_NY_186,IL17-5238,186,4,,1,,,3,32,0
SpringOatPeaIntercrop_2024_NY_187_subplot_1,714305,SpringOatPeaIntercrop_2024_NY_187,SD170935,187,4,,1,,,1,30,0
SpringOatPeaIntercrop_2024_NY_187_subplot_2,714307,SpringOatPeaIntercrop_2024_NY_187,SD170935,187,4,,1,,,2,29,0
SpringOatPeaIntercrop_2024_NY_187_subplot_3,714309,SpringOatPeaIntercrop_2024_NY_187,SD170935,187,4,,1,,,3,32,0
SpringOatPeaIntercrop_2024_NY_188_subplot_1,714062,SpringOatPeaIntercrop_2024_NY_188,SD170935,188,4,,1,,,1,34,20
